block_number,n_pairs,n_conc
19475269,21947,11577
19475272,17723,9627
19475280,14265,6699
19475305,29379,14032
19475312,10231,5300
19475315,14498,7576
19475316,11012,5511
19475318,18058,8630
19475319,8733,4375
19475323,50847,23951
19475324,23385,9985
19475325,23048,11336
19475330,1691,872
19475332,17039,8301
19475337,29310,13297
19475346,33741,15552
19475378,17725,8873
19475380,19920,9840
19475383,4789,2578
19475391,13691,7014
19475393,10231,5195
19475409,49465,25223
19475420,43382,21160
19475423,36723,19271
19475431,4251,2216
19475453,10508,5570
19475454,7190,3517
19475462,7753,3498
19475467,9164,5311
19475470,15374,7601
19475474,32021,14889
19475475,18688,8192
19475479,97636,47467
19475483,13393,7455
19475492,11794,5544
19475509,19915,8968
19475511,21455,11537
19475518,9788,4438
19475523,10685,5815
19475527,12702,6764
19475533,9243,4406
19475538,8855,4143
19475539,46588,22711
19475542,4242,1796
19475557,37459,17919
19475558,13583,7576
19475563,37078,19581
19475567,5901,3062
19475569,26298,13444
19475573,15164,6735
19475582,943,401
19475614,6886,3302
19475615,16702,8842
19475620,32194,14748
19475624,29986,16322
19475633,20613,9328
19475635,19053,9215
19475641,17380,8682
19475646,8047,3786
19475657,31898,16769
19475659,23919,11854
19475673,9214,4542
19475678,23133,11643
19475686,42685,21358
19475689,15983,8567
19475704,14585,7254
19475720,1936,926
19475723,14717,6964
19475737,3024,1619
19475739,24324,12296
19475744,30107,15470
19475747,24694,11682
19475781,14627,7717
19475795,10138,5513
19475797,16044,7931
19475798,27070,12676
19475803,99,57
19475807,26501,12697
19475811,59822,30589
19475822,10149,4629
19475824,12255,5828
19475833,42574,20791
19475839,10955,5248
19475841,12740,6458
19475848,9008,4526
19475874,2643,1372
19475875,23817,11534
19475880,14114,6449
19475897,12120,6115
19475910,15677,7641
19475911,12219,5861
19475921,11350,5886
19475935,15240,7590
19475936,10589,5298
19475949,13082,6244
19475952,19864,10058
19475968,20728,10436
19475987,10430,5242
19475990,11124,5256
19476000,11621,6117
19476003,55977,29484
19476007,18811,10247
19476009,18526,9565
19476012,1026,506
19476013,40100,21526
19476014,20299,10795
19476023,43606,21569
19476036,6430,3181
19476039,11423,6012
19476045,23417,12371
19476053,2,0
19476065,7341,3217
19476076,55346,28554
19476078,36889,18583
19476081,10210,5032
19476083,60077,30914
19476084,11765,5207
19476088,15257,8666
19476097,12469,5485
19476102,38159,17703
19476111,6351,3349
19476112,24065,12258
19476122,38149,19260
19476129,18351,9320
19476142,31694,15974
19476145,37404,17922
19476149,10364,5206
19476162,55022,28042
19476166,14846,7971
19476174,10658,5444
19476180,10290,5186
19476182,8718,4106
19476187,22061,10619
19476191,2165,1051
19476193,31399,16563
19476194,10904,5981
19476196,17491,8466
19476203,29381,13802
19476213,14700,7402
19476214,11517,5976
19476224,1136,600
19476229,11453,5791
19476234,12314,6528
19476236,10823,5002
19476238,83777,42006
19476252,58004,29882
19476255,87097,43847
19476268,17483,8410
19476271,28860,13894
19476279,5614,2829
19476294,16727,8517
19476295,4012,1789
19476312,18495,9886
19476314,61435,29729
19476330,66014,33178
19476333,19523,10197
19476334,7821,4088
19476336,8493,4334
19476337,16639,8444
19476338,67,49
19476351,58692,29081
19476377,19961,9583
19476389,14197,7078
19476401,18005,9254
19476411,33705,16619
19476412,28069,13893
19476422,33221,17086
19476429,22657,11733
19476431,40762,19872
19476433,21131,10201
19476435,35118,18343
19476439,14129,6727
19476443,86504,43640
19476459,28826,14514
19476463,10698,5362
19476465,11183,5683
19476466,13241,5898
19476470,11303,5849
19476478,11228,5895
19476491,46830,22246
19476500,23145,11361
19476504,61008,30345
19476508,55236,27960
19476510,8550,4508
19476511,24664,13201
19476513,16393,7928
19476514,26282,11857
19476517,95532,45021
19476524,10580,5009
19476528,63868,30721
19476530,19524,9681
19476533,11123,5822
19476538,11617,5832
19476541,749,384
19476546,9700,4948
19476563,34507,16650
19476564,23887,12373
19476566,14042,7513
19476572,908,389
19476577,13743,7346
19476579,4446,2162
19476581,41159,20049
19476596,8649,4107
19476605,8916,4500
19476608,40637,19554
19476614,7576,3807
19476624,26178,13184
19476636,23684,11442
19476637,2375,1260
19476648,33413,15857
19476649,16535,7481
19476655,14800,7447
19476657,7489,3823
19476658,18621,8760
19476660,7593,3644
19476665,14322,7440
19476681,6392,3015
19476696,28131,14110
19476702,12665,6134
19476724,9623,4832
19476728,13752,7243
19476730,9743,5006
19476736,9076,4127
19476742,122,74
19476752,80,28
19476757,24860,12591
19476765,9771,4652
19476770,11176,5705
19476774,10378,5568
19476810,12668,6710
19476812,24991,13271
19476819,9910,4903
19476827,11932,6095
19476829,55157,26837
19476832,9657,4996
19476846,8042,3719
19476859,8518,4289
19476874,13521,7221
19476876,13000,6388
19476881,5620,3293
19476882,12609,5916
19476888,88562,44357
19476891,10509,5559
19476895,33589,17808
19476897,2382,1227
19476903,11188,5802
19476916,10749,5379
19476922,6741,3448
19476924,9679,4582
19476939,47610,23704
19476948,17472,8211
19476949,10385,5057
19476950,2573,1534
19476952,23083,10327
19476954,10706,5072
19476955,17738,8009
19476959,22415,11281
19476961,15854,7661
19476983,11754,5854
19476994,10541,5256
19477002,9771,4647
19477003,57446,28191
19477011,11791,6195
19477016,12452,6233
19477020,16107,7816
19477022,9723,4362
19477026,2826,1472
19477027,54429,24738
19477033,13436,6647
19477043,19611,9366
19477050,35790,16801
19477055,4720,2339
19477058,527,234
19477060,12297,6092
19477066,6738,3456
19477072,20275,10762
19477073,6195,2979
19477105,5,0
19477108,4922,2893
19477113,9314,4991
19477115,7745,3943
19477131,5802,3094
19477132,6431,2917
19477141,22577,11795
19477144,34633,17861
19477147,6230,3111
19477154,9774,5496
19477176,8283,4132
19477177,8222,3826
19477178,14702,6973
19477180,1595,731
19477186,19,7
19477191,30301,15382
19477202,1250,638
19477217,3959,1991
19477231,6757,3186
19477244,84,43
19477245,55034,26824
19477254,7138,3091
19477260,9635,4409
19477263,26455,13193
19477269,53593,25790
19477270,11238,5686
19477271,9979,4642
19477273,23772,11915
19477282,10861,5108
19477297,92975,49365
19477303,8722,4315
19477313,16475,8184
19477327,8467,4346
19477330,49467,25573
19477332,880,407
19477349,17184,8541
19477366,2966,1438
19477367,39231,19579
19477373,22048,11252
19477374,6304,3230
19477385,26957,13539
19477393,29949,14999
19477399,7768,4142
19477403,29494,15782
19477419,1338,670
19477421,7175,3593
19477432,19524,9446
19477440,10710,5455
19477445,16815,8882
19477449,9664,4922
19477466,18122,8701
19477467,1925,1044
19477468,54687,27691
19477478,12221,6938
19477479,7211,3582
19477483,748,321
19477487,9288,4424
19477491,10897,5313
19477504,19788,10179
19477514,25495,12749
19477516,24582,13027
19477520,8441,3601
19477526,14001,7405
19477544,8812,3943
19477550,18963,8783
19477552,8428,4392
19477563,12788,5986
19477570,5401,2511
19477578,55659,29348
19477585,81534,40649
19477615,14480,7573
19477634,9846,5154
19477638,35250,16992
19477643,57936,28108
19477645,36806,18697
19477657,24065,12561
19477671,24992,12877
19477682,16138,7509
19477687,10266,5595
19477692,2068,1132
19477704,35697,18687
19477716,3880,1927
19477718,14423,6711
19477720,23453,11647
19477721,14908,7271
19477726,9198,4637
19477729,60,45
19477735,19213,9980
19477740,87933,44668
19477742,13760,6767
19477748,3963,2167
19477750,22389,11202
19477751,41623,20634
19477763,43216,20600
19477766,11283,5123
19477777,4248,2191
19477782,12147,5606
19477791,59683,29705
19477795,14805,6820
19477796,47182,22613
19477801,14023,6615
19477808,16490,8458
19477831,14313,6905
19477833,22892,11343
19477834,303,123
19477846,8575,4267
19477849,19419,10109
19477851,70451,33990
19477858,19170,10181
19477859,9694,4371
19477861,3641,1896
19477868,16775,8835
19477874,7527,3994
19477876,15332,7553
19477889,22070,10382
19477903,2966,1546
19477905,46821,23717
19477909,8290,4493
19477910,19332,9701
19477913,14423,6861
19477924,6544,2922
19477939,123,77
19477962,16682,8588
19477999,59763,27465
19478003,44722,22842
19478010,10544,4665
19478011,6264,3014
19478014,2818,1180
19478026,6170,2582
19478036,39751,19160
19478037,483,178
19478048,13409,6537
19478072,17015,9181
19478076,24020,11569
19478082,10417,5671
19478083,51131,24567
19478085,11413,5866
19478103,49142,24069
19478106,1246,631
19478110,38061,18497
19478112,34567,17749
19478117,56528,29040
19478125,18495,8746
19478126,9101,4127
19478151,16244,8228
19478169,13510,6968
19478189,8074,4112
19478195,27546,13050
19478198,20012,10746
19478202,11799,5861
19478207,9606,5243
19478208,17149,8548
19478222,16002,7290
19478228,23393,11457
19478229,8287,4000
19478233,13587,6141
19478237,6197,3142
19478247,5513,2756
19478249,28692,13789
19478254,22404,11748
19478261,10377,5024
19478272,2410,1329
19478275,1202,625
19478291,24522,11860
19478292,14544,7934
19478297,50882,25496
19478303,6772,3428
19478312,48833,25516
19478313,1845,849
19478315,80,33
19478324,23124,11449
19478326,48347,22330
19478327,49,14
19478329,15406,7298
19478334,21268,11006
19478338,41477,20294
19478350,13578,6715
19478355,6541,3263
19478357,10382,5284
19478362,707,401
19478364,7291,3666
19478378,53254,27295
19478380,8217,4103
19478381,11733,5471
19478393,62155,30520
19478404,17316,8098
19478406,32786,17470
19478409,9976,5160
19478411,3649,1762
19478415,17546,8778
19478430,19433,8863
19478446,19517,10278
19478450,17123,8970
19478455,12631,6621
19478465,8378,4092
19478470,6533,3295
19478482,14767,7276
19478484,801,396
19478493,1118,500
19478501,51128,26103
19478509,14401,7349
19478510,8926,4010
19478512,14750,7135
19478514,10492,5163
19478526,32289,16788
19478533,12709,5940
19478549,9293,4220
19478552,20073,9388
19478583,13763,6975
19478594,8171,4459
19478600,13699,7135
19478631,6375,3161
19478637,14474,7136
19478645,22072,11101
19478648,2189,1072
19478650,23169,12203
19478654,8669,4045
19478659,13954,7396
19478672,17113,8830
19478675,4665,2218
19478679,40283,20020
19478690,20001,9095
19478692,26326,13167
19478695,3009,1258
19478705,19569,9242
19478706,4078,2067
19478708,1174,588
19478717,45404,22170
19478726,10656,5422
19478728,11666,6281
19478739,26606,12497
19478744,24923,11721
19478755,16557,8472
19478761,31136,15565
19478762,4469,2342
19478766,10762,5674
19478780,13380,6256
19478783,11911,6077
19478792,18921,10171
19478794,18286,8016
19478797,10024,5183
19478804,64721,30601
19478825,22522,11242
19478842,14533,7115
19478844,63840,32286
19478847,9991,4964
19478850,18577,8841
19478852,23367,12751
19478858,6465,3440
19478862,12755,6127
19478864,56284,27224
19478865,15972,8452
19478869,7626,3511
19478876,59857,30439
19478884,17599,8399
19478891,7615,3290
19478893,8439,4329
19478901,10088,5011
19478911,13587,7466
19478912,22256,10828
19478922,131,67
19478933,9870,5270
19478947,45414,22785
19478957,9225,4511
19478974,5206,2397
19478977,11422,5641
19478980,21939,10320
19478982,13637,6515
19478989,44826,22872
19478993,6339,2893
19479006,5700,2410
19479009,3136,1573
19479016,4151,2044
19479017,51362,24640
19479024,19656,8584
19479025,9996,4466
19479029,18013,10164
19479040,9721,4808
19479045,84,27
19479051,16365,8430
19479061,50752,27128
19479070,9135,4466
19479075,23781,12105
19479083,13395,6781
19479092,13652,6802
19479102,13866,6544
19479107,11636,6512
19479118,8872,4331
19479123,11131,5545
19479124,3095,1712
19479125,30589,14394
19479126,33761,17016
19479132,7510,3683
19479141,10232,5231
19479145,6887,3445
19479153,6124,3010
19479156,11345,6092
19479165,32835,16214
19479184,11314,5230
19479187,23026,11364
19479194,27864,14100
19479199,9965,4746
19479203,6383,3153
19479207,12019,5987
19479211,4569,2492
19479216,14781,7287
19479223,6283,3130
19479229,8670,4368
19479240,33323,17990
19479242,7223,3439
19479258,7927,3657
19479262,30003,16529
19479265,8139,4205
19479270,9528,4467
19479278,9581,5025
19479290,47189,25627
19479291,22043,11595
19479303,22086,10611
19479318,6520,3676
19479323,23990,12839
19479325,1323,634
19479330,18817,9371
19479343,16011,7901
19479357,56495,27371
19479385,10833,5785
19479388,14621,6966
19479401,16344,8199
19479418,13828,7335
19479421,24578,14105
19479427,9106,4077
19479444,14338,7130
19479446,57408,30146
19479449,26488,14086
19479453,65786,32157
19479456,16955,8998
19479460,12086,6190
19479462,10932,5139
19479470,65165,31925
19479473,12407,6508
19479481,44005,24134
19479494,21309,9976
19479507,4728,2280
19479511,20338,10490
19479516,16654,7979
19479521,11869,6646
19479522,44504,22681
19479524,35882,17495
19479533,5213,2672
19479538,14247,7340
19479545,6811,3607
19479549,77633,39597
19479573,47803,23595
19479576,14567,7384
19479595,33274,16422
19479617,13910,6480
19479622,7370,3746
19479626,40159,19501
19479630,61977,30162
19479635,18605,9674
19479641,3426,1826
19479651,14595,7896
19479654,8388,4795
19479662,2476,1041
19479667,13651,6818
19479670,46717,22425
19479674,39943,20603
19479680,14575,7589
19479689,13220,6770
19479692,10308,5114
19479706,9797,4359
19479707,4455,2019
19479713,7945,3791
19479726,10819,5676
19479736,7382,3792
19479740,18263,9851
19479744,15323,8089
19479746,16348,7837
19479755,13852,6935
19479760,12733,6073
19479765,5761,2866
19479785,6303,3586
19479797,23951,11977
19479798,11893,5844
19479799,13346,6470
19479806,13318,6274
19479808,4794,2321
19479810,10289,5284
19479814,30009,14821
19479826,8343,4221
19479853,15983,7482
19479860,4761,2413
19479863,25625,12999
19479864,543,317
19479867,9243,4742
19479875,18234,9287
19479877,39304,19092
19479884,28868,15039
19479896,21931,10660
19479903,18842,9346
19479915,22349,11179
19479916,1936,935
19479923,23123,12139
19479924,14657,7608
19479927,13576,6778
19479939,823,490
19479958,25721,12101
19479972,9675,5482
19479978,8379,4191
19479982,14424,6805
19479992,27828,13845
19480002,63000,28859
19480003,2552,1257
19480009,15204,7855
19480012,76002,36207
19480018,78736,39298
19480022,10417,5376
19480023,9191,4560
19480030,8266,4203
19480031,16232,8082
19480054,9369,4669
19480069,13167,7226
19480070,14536,7811
19480076,9254,4522
19480083,17540,8269
19480099,5008,2875
19480118,18721,10798
19480120,6191,3184
19480121,19308,9410
19480123,8070,3766
19480126,56605,29105
19480129,10732,5236
19480132,13345,6192
19480145,12671,6353
19480150,16257,8461
19480168,37815,19197
19480171,9583,4899
19480174,5206,2436
19480176,55989,28042
19480180,963,579
19480184,13048,6379
19480186,11358,5779
19480192,7817,3756
19480207,9211,4068
19480217,16476,8144
19480222,5,2
19480225,28458,14307
19480232,4568,2384
19480239,16356,7975
19480249,16399,8520
19480255,5840,2999
19480258,14427,7195
19480264,9115,5016
19480274,7175,3597
19480293,6715,3326
19480324,28760,13276
19480338,10152,5221
19480341,14619,7694
19480345,36073,17550
19480353,15739,7717
19480370,42945,21415
19480374,119640,57983
19480380,39950,22482
19480381,21156,11542
19480387,9466,4801
19480390,39212,18556
19480393,9076,4222
19480403,11954,6243
19480419,9337,5179
19480422,7390,3244
19480433,5505,2798
19480436,8390,4449
19480438,8413,4064
19480439,18081,9467
19480450,9412,4732
19480463,394,204
19480467,27569,13962
19480487,10253,5531
19480491,9097,4117
19480501,6688,3281
19480518,14022,7436
19480526,17155,8779
19480529,82189,39823
19480531,2654,1349
19480539,10103,4782
19480551,1124,565
19480552,6296,3038
19480559,8632,4409
19480566,518,260
19480577,6569,3753
19480584,8438,4210
19480585,12949,6265
19480593,39420,18519
19480612,8518,4373
19480618,17060,8233
19480628,4626,2268
19480655,16448,8250
19480661,12060,6349
19480689,591,265
19480694,18584,9024
19480706,41287,20802
19480718,528,263
19480729,6278,3102
19480730,11289,5889
19480733,6343,3232
19480769,2132,1134
19480771,8418,4294
19480774,61482,31869
19480788,18077,9609
19480805,14943,7848
19480836,8915,4576
19480840,31298,15722
19480842,1244,604
19480845,6143,3227
19480846,9331,4932
19480849,13843,7190
19480882,2592,1424
19480883,31952,15607
19480884,32729,15247
19480885,57226,28615
19480888,38946,19415
19480889,10459,5869
19480890,23411,11339
19480894,9435,4329
19480902,7792,4093
19480908,4963,2205
19480911,12778,5807
19480918,20533,10006
19480919,15557,7711
19480927,45991,22991
19480929,17163,8522
19480947,20867,10026
19480948,7313,2936
19480953,7973,4371
19480963,12483,6236
19480966,16637,7959
19480974,48349,23833
19480976,9470,4641
19480977,15431,7821
19480984,1799,820
19480989,12617,5447
19480995,8893,4675
19480999,4692,2048
19481012,11817,5545
19481019,18873,9948
19481028,45461,22845
19481031,7020,3374
19481034,28245,13417
19481042,17514,9484
19481045,22327,11163
19481048,57,39
19481049,61637,29133
19481071,5658,3069
19481073,13467,6516
19481089,21203,10819
19481094,11614,5641
19481097,12158,5987
19481098,10369,4879
19481102,26806,14212
19481103,4883,2469
19481109,1505,804
19481111,6021,2762
19481130,11486,5913
19481144,18028,8536
19481169,21312,10713
19481178,10054,4925
19481190,27352,15279
19481192,7007,3342
19481200,9684,4793
19481210,12473,6153
19481211,5833,2562
19481222,17994,8556
19481228,48243,24949
19481229,636,395
19481230,56700,29500
19481248,15962,8456
19481249,20508,10524
19481253,56701,26939
19481264,21474,10731
19481265,13777,6511
19481280,67450,33702
19481289,27309,13463
19481290,11850,5986
19481292,7700,3531
19481308,118,56
19481331,2562,1415
19481335,3430,1673
19481336,12009,5557
19481337,7171,3445
19481343,11096,5126
19481347,75,45
19481365,10430,4808
19481371,17579,9583
19481377,14490,7015
19481381,12982,6444
19481391,9737,5039
19481397,609,303
19481398,69645,36262
19481400,664,293
19481402,9659,4324
19481403,11495,5888
19481410,18478,9951
19481412,11709,5945
19481415,12009,6157
19481418,1092,651
19481422,1059,601
19481425,65086,32160
19481435,12058,6078
19481437,14573,7152
19481439,17257,8674
19481443,19685,9059
19481452,6508,3360
19481461,3793,1991
19481469,54937,26605
19481471,4105,2270
19481475,20523,10973
19481477,1522,652
19481500,6343,3349
19481510,8079,4351
19481524,9923,4821
19481525,51644,27587
19481526,1640,892
19481530,992,487
19481542,11840,6157
19481552,1409,777
19481554,11054,6032
19481558,24890,13598
19481572,11022,5969
19481579,10310,5173
19481589,10617,5072
19481592,12216,6100
19481613,3597,1758
19481617,624,230
19481619,27914,13764
19481627,1603,720
19481634,11253,5428
19481651,29247,14640
19481655,9589,4582
19481672,30954,14753
19481680,17624,8605
19481685,10132,4825
19481692,15307,7422
19481695,11134,5491
19481697,12681,5956
19481703,24263,11410
19481717,17430,9143
19481744,56300,29112
19481753,33937,15851
19481756,39984,19768
19481784,46398,23309
19481785,8988,4665
19481788,39092,19776
19481789,7482,3838
19481795,15680,7697
19481804,9200,4149
19481805,33,24
19481806,77227,38258
19481809,14182,6896
19481812,22097,10914
19481819,118315,60033
19481833,11161,5576
19481838,50672,26144
19481857,41007,20937
19481864,467,246
19481866,26496,12913
19481870,3412,1567
19481871,31894,16203
19481872,33772,16685
19481880,855,298
19481898,24890,12833
19481916,9545,4398
19481918,21587,11303
19481928,1564,851
19481936,5867,2799
19481942,14596,6927
19481951,2198,1060
19481957,9055,3867
19481970,7245,3666
19481973,4555,2185
19481981,19919,10820
19481983,10316,4833
19481984,1357,636
19481992,39280,19373
19481999,5600,2672
19482004,5121,2222
19482040,16199,8485
19482074,2779,1228
19482087,18997,9290
19482093,26761,13815
19482102,11286,5694
19482104,16498,8318
19482113,14747,6908
19482121,12427,6650
19482129,97075,50652
19482146,9459,4615
19482152,7277,3384
19482153,2236,1127
19482163,13345,5880
19482173,26458,14471
19482183,54276,28640
19482184,9749,4926
19482195,10319,5011
19482201,89595,45653
19482219,2752,1469
19482222,3764,2015
19482226,18734,9780
19482229,8661,4514
19482231,19174,10683
19482241,12835,6596
19482250,43923,22361
19482260,43532,22548
19482265,21531,10549
19482269,19665,9562
19482271,19168,10482
19482277,22748,11926
19482280,19684,9436
19482281,12201,6341
19482293,12191,6051
19482308,23622,12125
19482311,2264,1155
19482317,8356,4273
19482329,21200,10926
19482399,28456,14629
19482403,14375,7829
19482410,15594,7917
19482415,14,12
19482422,12783,6790
19482427,3717,2085
19482430,15306,7863
19482432,6378,3179
19482436,19144,9025
19482446,17453,8700
19482448,11190,5419
19482449,12549,5700
19482462,44882,23271
19482465,8445,4452
19482470,20561,11017
19482476,8851,4250
19482490,64500,30515
19482494,15327,7267
19482512,11858,5841
19482521,17209,9088
19482526,16130,8342
19482527,5791,2543
19482528,57788,30255
19482537,11639,5749
19482538,11960,5673
19482539,1700,761
19482543,10591,5358
19482553,1382,755
19482556,65705,33216
19482561,8875,4348
19482562,9059,4913
19482571,1436,705
19482578,10509,5091
19482590,11921,5490
19482597,10354,5648
19482600,13716,7031
19482617,17725,9575
19482621,80185,39071
19482641,12302,5930
19482667,6392,3331
19482685,71366,34317
19482688,9933,4770
19482689,100287,49489
19482690,54629,28472
19482693,505,277
19482700,21641,10887
19482707,17325,9563
19482711,13320,6723
19482718,17828,9242
19482725,20721,10332
19482726,14853,7599
19482730,16314,7950
19482750,43095,21105
19482751,30977,15171
19482762,10952,5726
19482764,26398,13122
19482780,23852,11213
19482788,7402,3723
19482794,21551,11292
19482795,13052,5938
19482804,15220,7785
19482812,30428,15510
19482844,7156,3243
19482857,6920,3629
19482860,18349,9351
19482866,25470,13031
19482867,35369,18505
19482870,17031,8476
19482873,24382,12415
19482877,14977,8004
19482879,10166,5062
19482898,4656,2309
19482900,41184,18857
19482901,10144,5440
19482904,22945,11663
19482907,3787,1767
19482914,2560,1535
19482920,17855,9064
19482922,71914,36600
19482929,25358,13349
19482948,11755,5840
19482952,7804,4184
19482961,50044,24941
19482983,15442,7542
19482992,15531,7906
19483000,9634,4733
19483004,2013,1026
19483009,14970,7052
19483014,8506,4600
19483032,45195,23074
19483053,34029,17707
19483055,9973,4532
19483064,26280,13807
19483066,4296,2187
19483067,53070,27092
19483072,12445,6126
19483073,18859,9409
19483077,29909,14976
19483094,14448,7349
19483106,16421,8672
19483113,20189,10065
19483114,10439,5019
19483121,19188,9787
19483127,12868,6049
19483132,3242,1783
19483133,6685,3304
19483139,31503,14787
19483150,61762,31651
19483171,10799,5385
19483198,11409,5916
19483207,23875,11312
19483229,1994,985
19483250,19558,9453
19483258,8675,4042
19483263,10213,4601
19483264,27366,13571
19483266,11292,5204
19483271,46598,22065
19483276,39234,17792
19483290,12200,6265
19483291,8534,4327
19483296,10834,5156
19483302,64306,32970
19483308,35288,18478
19483321,1377,756
19483329,10558,5354
19483330,12020,5472
19483334,5879,2741
19483335,45595,24322
19483346,32850,16349
19483360,10885,5980
19483361,12833,6060
19483362,2549,1301
19483365,2994,1483
19483368,12203,5317
19483370,3966,2103
19483411,26844,13512
19483416,3134,1329
19483420,23695,10957
19483423,2028,1083
19483424,56105,28493
19483432,30112,15358
19483445,3392,1742
19483455,26000,12563
19483457,20180,10251
19483458,5052,2550
19483460,15935,7981
19483469,10437,5416
19483471,15880,7764
19483475,12620,6398
19483483,4986,2609
19483486,19394,9576
19483488,9652,5027
19483496,8835,4715
19483503,14073,6968
19483505,13560,6440
19483516,8895,4824
19483532,4251,2123
19483547,10639,5418
19483556,1018,473
19483559,17448,8656
19483563,82495,40306
19483578,9613,4786
19483588,9004,4676
19483606,13468,6586
19483608,28613,14172
19483625,16386,8118
19483627,23659,10739
19483636,8481,3948
19483650,47491,24198
19483659,1658,796
19483664,19044,9653
19483671,31540,16219
19483676,6369,3277
19483677,104237,52827
19483678,17815,9456
19483689,35218,18579
19483694,17220,8422
19483696,10030,4756
19483697,17166,8061
19483698,12951,6138
19483700,10145,5831
19483706,9177,4789
19483716,33414,17387
19483719,19873,9922
19483725,7989,3772
19483732,13241,6535
19483736,11666,5257
19483737,4720,2324
19483739,18057,9486
19483751,6506,3260
19483755,29525,13767
19483756,16501,7534
19483766,1064,579
19483772,15834,8431
19483776,10789,5095
19483779,29419,14988
19483790,21332,10224
19483793,10235,5144
19483811,24562,12660
19483817,28629,15019
19483823,177,95
19483833,6884,3042
19483858,9319,5167
19483867,9126,4639
19483873,18344,8839
19483877,44111,21389
19483881,36229,17304
19483885,35542,18401
19483887,13520,6761
19483892,9721,4794
19483894,19580,9009
19483896,14585,7090
19483900,20,10
19483902,39539,19628
19483904,11174,5072
19483906,12438,6434
19483910,10477,5497
19483926,18801,9277
19483927,13216,6611
19483934,22114,10788
19483938,9406,5019
19483941,15811,8442
19483951,1405,629
19483958,8382,3927
19483964,13253,6767
19483972,9022,4904
19483991,17370,9027
19483993,16403,8426
19483997,10688,5465
19483999,2264,1078
19484005,32623,16342
19484009,15276,7450
19484018,43750,23846
19484025,1650,860
19484036,14584,7195
19484038,7845,4366
19484054,21058,10855
19484058,49447,24730
19484065,19597,9477
19484066,10376,5300
19484068,13249,6961
19484071,16895,8851
19484076,13681,7208
19484080,13,5
19484085,16985,8927
19484104,9292,4285
19484110,6261,3127
19484113,13240,6811
19484115,12497,5602
19484140,84628,43234
19484142,14611,7139
19484146,12501,5765
19484156,11640,5511
19484158,15414,7259
19484163,38043,17780
19484193,26186,13712
19484201,1542,721
19484208,28979,14722
19484219,4823,2703
19484222,17151,9395
19484228,13074,6674
19484232,18716,9634
19484233,23460,11072
19484234,1827,780
19484236,33376,16403
19484240,50648,25348
19484243,16677,8711
19484244,14763,7738
19484255,13594,7306
19484263,41134,19025
19484266,20848,11383
19484267,5849,2995
19484272,15216,8038
19484281,18109,9445
19484292,17682,8177
19484304,10119,5011
19484309,21269,11406
19484313,19149,9837
19484317,22943,11437
19484319,20969,10399
19484324,12089,6260
19484334,20561,10264
19484335,17380,8910
19484350,22472,10799
19484360,19707,8751
19484365,7433,3672
19484380,21405,10386
19484381,14397,6819
19484382,16255,8337
19484384,11427,5752
19484392,30491,14104
19484398,16521,7538
19484404,24922,12713
19484411,26912,13837
19484417,52182,25379
19484421,26848,13212
19484423,15424,7523
19484424,9706,4750
19484429,20439,9422
19484431,1585,780
19484434,13982,7275
19484441,5532,2995
19484450,18091,9041
19484453,24139,12379
19484467,16204,8821
19484476,19412,9810
19484478,14496,6890
19484480,63838,31319
19484492,25012,12733
19484501,67709,35069
19484506,1117,604
19484508,339,168
19484510,64930,33520
19484523,73984,35959
19484531,7133,3113
19484554,24009,11257
19484558,12929,7413
19484563,10143,5283
19484579,16876,9079
19484586,31185,14910
19484591,57918,27412
19484602,9425,4989
19484607,15333,7789
19484610,12978,5698
19484622,17359,8453
19484625,38654,19097
19484638,18839,10013
19484646,11981,5685
19484647,10558,5614
19484653,23782,10796
19484658,5029,2400
19484660,7534,3850
19484662,66660,34105
19484668,19785,9564
19484669,22147,10928
19484673,60325,31634
19484680,10766,5296
19484681,11932,6147
19484689,33058,17620
19484701,35294,18699
19484706,8914,4474
19484707,13798,6640
19484718,13211,6863
19484733,15345,7750
19484746,8165,4358
19484750,19051,9448
19484753,5915,2993
19484762,76981,41516
19484764,6434,2829
19484783,11642,5955
19484795,10672,5366
19484810,13058,6704
19484812,16599,8210
19484818,13485,6665
19484826,13734,7019
19484827,319,196
19484852,13873,7518
19484853,14666,7013
19484858,10225,4503
19484872,15589,7928
19484873,149,71
19484881,70152,35267
19484885,6809,3497
19484891,6271,2877
19484893,9099,4486
19484896,17387,8638
19484905,2850,1158
19484909,14878,7402
19484930,7948,4475
19484936,36545,17794
19484937,14063,7747
19484948,52307,25608
19484952,10375,5518
19484960,55801,27825
19484962,5685,3019
19484966,13726,6979
19484976,10185,4428
19484994,5959,2716
19484998,12694,6947
19485018,22349,11826
19485022,10553,4671
19485023,26426,13617
19485028,8573,4343
19485033,14444,7052
19485034,10733,5619
19485045,12655,6343
19485046,12408,6393
19485050,87795,45371
19485057,8780,4514
19485060,7213,3234
19485066,1149,488
19485069,7054,3480
19485070,24307,12756
19485072,18724,9474
19485077,14252,7020
19485078,19396,10274
19485098,18289,9118
19485105,5611,2453
19485107,1694,689
19485122,33707,16920
19485126,14138,7021
19485132,11723,5571
19485133,23782,11760
19485140,15437,7605
19485141,3058,1466
19485149,9531,4630
19485156,30791,13584
19485164,8074,3683
19485165,18488,9446
19485177,13821,6956
19485179,42738,21608
19485180,1888,956
19485185,7080,3408
19485187,12910,6007
