block_number,n_pairs,n_conc
19475259,11751,11026
19475268,12685,11913
19475269,21947,16867
19475272,17723,10700
19475280,14265,13441
19475305,29379,26869
19475312,10231,9444
19475315,14498,13729
19475316,11012,11010
19475318,18058,15548
19475319,8733,8669
19475323,50847,46807
19475324,23385,16973
19475325,23048,22882
19475330,1691,1691
19475332,17039,16806
19475337,29310,25518
19475346,33741,33734
19475378,17725,16146
19475380,19920,13459
19475383,4789,4789
19475391,13691,13691
19475393,10231,10231
19475409,49465,43036
19475420,43382,41800
19475423,36723,34805
19475431,4251,4251
19475453,10508,9702
19475454,7190,7188
19475462,7753,7562
19475467,9164,8554
19475470,15374,15015
19475474,32021,21510
19475475,18688,18473
19475479,97636,84702
19475483,13393,13393
19475492,11794,10597
19475509,19915,12054
19475511,21455,21225
19475518,9788,9601
19475523,10685,10056
19475527,12702,9092
19475533,9243,9196
19475538,8855,8584
19475539,46588,46516
19475542,4242,3657
19475557,37459,36570
19475558,13583,12968
19475563,37078,26511
19475567,5901,5608
19475569,26298,25253
19475573,15164,14366
19475582,943,943
19475614,6886,5796
19475615,16702,12707
19475620,32194,30115
19475624,29986,28076
19475633,20613,19665
19475635,19053,19048
19475641,17380,16978
19475646,8047,7589
19475657,31898,25797
19475659,23919,16602
19475673,9214,9214
19475678,23133,21589
19475686,42685,42516
19475689,15983,14499
19475704,14585,13794
19475720,1936,1936
19475723,14717,14370
19475737,3024,3024
19475739,24324,22659
19475744,30107,27608
19475747,24694,22991
19475781,14627,14477
19475795,10138,9419
19475797,16044,13638
19475798,27070,25152
19475803,99,27
19475807,26501,26074
19475811,59822,55284
19475822,10149,9468
19475824,12255,10677
19475833,42574,42537
19475839,10955,10955
19475841,12740,11619
19475848,9008,9008
19475874,2643,2643
19475875,23817,21340
19475880,14114,12991
19475897,12120,11511
19475910,15677,14558
19475911,12219,12219
19475921,11350,10579
19475935,15240,15212
19475936,10589,10022
19475949,13082,12213
19475952,19864,18506
19475968,20728,14848
19475987,10430,9371
19475990,11124,10377
19476000,11621,10693
19476003,55977,48931
19476007,18811,18713
19476009,18526,11624
19476012,1026,1026
19476013,40100,38099
19476014,20299,15793
19476023,43606,42699
19476036,6430,6430
19476039,11423,10202
19476045,23417,21352
19476053,2,1
19476065,7341,6691
19476076,55346,50365
19476078,36889,36265
19476081,10210,9236
19476083,60077,56695
19476084,11765,10497
19476088,15257,14070
19476097,12469,11301
19476102,38159,36545
19476111,6351,6045
19476112,24065,23810
19476122,38149,37093
19476129,18351,15034
19476142,31694,31386
19476145,37404,36377
19476149,10364,9185
19476162,55022,53127
19476166,14846,10664
19476174,10658,6791
19476180,10290,9470
19476182,8718,5225
19476187,22061,14677
19476191,2165,2165
19476193,31399,21765
19476194,10904,10202
19476196,17491,10890
19476203,29381,17446
19476213,14700,13507
19476214,11517,10333
19476224,1136,1136
19476229,11453,10173
19476234,12314,9178
19476236,10823,9808
19476238,83777,73332
19476252,58004,55153
19476255,87097,84699
19476268,17483,17483
19476271,28860,27736
19476279,5614,4983
19476294,16727,14815
19476295,4012,3484
19476312,18495,13450
19476314,61435,57414
19476330,66014,57984
19476333,19523,18829
19476334,7821,7265
19476336,8493,4907
19476337,16639,16639
19476338,67,31
19476351,58692,57990
19476377,19961,13815
19476389,14197,13890
19476401,18005,17097
19476411,33705,31144
19476412,28069,27707
19476422,33221,31664
19476429,22657,19356
19476431,40762,33378
19476433,21131,19919
19476435,35118,28056
19476439,14129,9980
19476443,86504,78605
19476459,28826,25699
19476463,10698,9930
19476465,11183,11183
19476466,13241,12012
19476470,11303,10401
19476478,11228,10967
19476491,46830,42483
19476500,23145,21616
19476504,61008,56868
19476508,55236,54142
19476510,8550,8199
19476511,24664,21508
19476513,16393,15059
19476514,26282,24637
19476517,95532,90362
19476524,10580,10580
19476528,63868,59837
19476530,19524,17406
19476533,11123,10575
19476538,11617,11413
19476541,749,749
19476546,9700,9032
19476563,34507,29272
19476564,23887,23207
19476566,14042,13485
19476572,908,908
19476577,13743,13495
19476579,4446,4446
19476581,41159,41136
19476596,8649,7753
19476605,8916,8273
19476608,40637,38534
19476614,7576,7576
19476624,26178,25363
19476636,23684,19635
19476637,2375,2375
19476648,33413,28079
19476649,16535,14816
19476655,14800,9951
19476657,7489,7489
19476658,18621,17820
19476660,7593,7145
19476665,14322,13832
19476681,6392,6047
19476696,28131,26727
19476702,12665,11805
19476724,9623,8562
19476728,13752,13355
19476730,9743,9016
19476736,9076,5372
19476742,122,58
19476752,80,40
19476757,24860,24806
19476765,9771,9298
19476770,11176,9637
19476774,10378,9222
19476810,12668,11686
19476812,24991,24963
19476819,9910,9377
19476827,11932,8112
19476829,55157,45818
19476832,9657,9388
19476846,8042,7799
19476859,8518,7093
19476874,13521,12570
19476876,13000,12121
19476881,5620,5620
19476882,12609,10319
19476888,88562,80114
19476891,10509,9455
19476895,33589,19666
19476897,2382,2382
19476903,11188,11188
19476916,10749,9583
19476922,6741,6418
19476924,9679,9607
19476939,47610,46322
19476948,17472,16601
19476949,10385,9731
19476950,2573,2573
19476952,23083,14778
19476954,10706,9792
19476955,17738,13236
19476959,22415,13782
19476961,15854,6516
19476983,11754,10090
19476994,10541,7947
19477002,9771,6910
19477003,57446,56256
19477011,11791,10635
19477016,12452,11669
19477020,16107,15052
19477022,9723,7121
19477026,2826,2813
19477027,54429,52483
19477033,13436,12455
19477043,19611,13407
19477050,35790,34661
19477055,4720,3710
19477058,527,527
19477060,12297,11123
19477066,6738,6738
19477072,20275,18544
19477073,6195,5992
19477105,5,3
19477108,4922,4516
19477113,9314,5644
19477115,7745,5805
19477131,5802,4704
19477132,6431,5104
19477141,22577,20918
19477144,34633,33010
19477147,6230,4139
19477154,9774,6539
19477176,8283,7726
19477177,8222,7937
19477178,14702,13803
19477180,1595,1595
19477186,19,9
19477191,30301,28621
19477202,1250,1250
19477217,3959,3959
19477231,6757,6172
19477244,84,48
19477245,55034,52220
19477254,7138,7138
19477260,9635,9422
19477263,26455,25206
19477269,53593,47857
19477270,11238,8245
19477271,9979,9975
19477273,23772,21655
19477282,10861,10230
19477297,92975,90421
19477303,8722,7814
19477313,16475,15113
19477327,8467,7576
19477330,49467,41995
19477332,880,382
19477349,17184,15796
19477366,2966,2817
19477367,39231,37846
19477373,22048,14290
19477374,6304,5968
19477385,26957,18934
19477393,29949,27760
19477399,7768,4995
19477403,29494,27839
19477419,1338,1338
19477421,7175,6898
19477432,19524,18916
19477440,10710,9504
19477445,16815,16815
19477449,9664,9426
19477466,18122,17408
19477467,1925,1925
19477468,54687,52733
19477478,12221,9273
19477479,7211,7001
19477483,748,748
19477487,9288,7924
19477491,10897,9863
19477504,19788,18990
19477514,25495,19429
19477516,24582,23468
19477520,8441,7777
19477526,14001,13422
19477544,8812,8099
19477550,18963,17005
19477552,8428,7895
19477563,12788,11892
19477570,5401,4975
19477578,55659,49113
19477585,81534,78554
19477615,14480,13706
19477634,9846,9204
19477638,35250,34466
19477643,57936,56907
19477645,36806,36092
19477657,24065,23907
19477671,24992,18785
19477682,16138,14093
19477687,10266,9023
19477692,2068,2068
19477704,35697,33696
19477716,3880,3657
19477718,14423,13047
19477720,23453,21197
19477721,14908,14880
19477726,9198,8528
19477729,60,41
19477735,19213,17443
19477740,87933,87638
19477742,13760,10875
19477748,3963,3963
19477750,22389,15076
19477751,41623,37543
19477763,43216,39703
19477766,11283,11266
19477777,4248,3594
19477782,12147,10135
19477791,59683,53212
19477795,14805,13228
19477796,47182,47088
19477801,14023,12915
19477808,16490,15178
19477831,14313,12787
19477833,22892,14731
19477834,303,142
19477846,8575,7564
19477849,19419,17955
19477851,70451,65148
19477858,19170,18038
19477859,9694,8160
19477861,3641,3641
19477868,16775,15211
19477874,7527,6968
19477876,15332,13682
19477889,22070,18962
19477903,2966,2966
19477905,46821,44704
19477909,8290,8048
19477910,19332,17346
19477913,14423,14423
19477924,6544,5222
19477939,123,85
19477962,16682,15249
19477999,59763,56852
19478003,44722,33645
19478010,10544,8018
19478011,6264,6264
19478014,2818,2316
19478026,6170,5820
19478036,39751,38399
19478037,483,483
19478048,13409,12675
19478072,17015,12156
19478076,24020,20183
19478082,10417,9215
19478083,51131,49181
19478085,11413,10815
19478103,49142,33804
19478106,1246,1246
19478110,38061,37367
19478112,34567,32710
19478117,56528,42303
19478125,18495,13921
19478126,9101,6726
19478151,16244,11831
19478169,13510,11895
19478189,8074,6239
19478195,27546,25089
19478198,20012,11614
19478202,11799,10279
19478207,9606,5753
19478208,17149,12948
19478222,16002,14719
19478228,23393,17396
19478229,8287,7557
19478233,13587,12596
19478237,6197,5656
19478247,5513,5000
19478249,28692,25846
19478254,22404,13087
19478261,10377,9694
19478272,2410,2410
19478275,1202,1202
19478291,24522,20517
19478292,14544,11378
19478297,50882,49104
19478303,6772,5887
19478312,48833,46720
19478313,1845,1845
19478315,80,31
19478324,23124,20353
19478326,48347,47124
19478327,49,24
19478329,15406,13737
19478334,21268,18889
19478338,41477,38872
19478350,13578,12345
19478355,6541,5529
19478357,10382,9350
19478362,707,707
19478364,7291,6266
19478378,53254,48335
19478380,8217,7079
19478381,11733,10777
19478393,62155,58719
19478404,17316,14694
19478406,32786,29785
19478409,9976,8323
19478411,3649,3649
19478415,17546,15984
19478430,19433,19193
19478446,19517,19489
19478450,17123,15468
19478455,12631,11918
19478465,8378,6993
19478470,6533,5296
19478482,14767,13456
19478484,801,801
19478493,1118,1118
19478501,51128,49670
19478509,14401,10016
19478510,8926,8506
19478512,14750,9619
19478514,10492,10478
19478526,32289,31691
19478533,12709,11164
19478549,9293,6388
19478552,20073,14259
19478583,13763,13586
19478594,8171,7415
19478600,13699,10229
19478631,6375,5999
19478637,14474,13505
19478645,22072,16517
19478648,2189,2189
19478650,23169,18328
19478654,8669,7610
19478659,13954,9792
19478672,17113,16924
19478675,4665,4665
19478679,40283,35990
19478690,20001,16362
19478692,26326,18891
19478695,3009,3009
19478705,19569,19322
19478706,4078,4078
19478708,1174,1174
19478717,45404,32921
19478726,10656,9005
19478728,11666,7614
19478739,26606,18404
19478744,24923,14465
19478755,16557,11008
19478761,31136,21822
19478762,4469,4469
19478766,10762,9815
19478780,13380,13068
19478783,11911,10598
19478792,18921,12707
19478794,18286,17917
19478797,10024,9977
19478804,64721,63026
19478825,22522,20624
19478842,14533,13370
19478844,63840,49284
19478847,9991,6409
19478850,18577,17918
19478852,23367,18526
19478858,6465,6283
19478862,12755,11681
19478864,56284,51845
19478865,15972,10255
19478869,7626,5466
19478876,59857,57440
19478884,17599,17210
19478891,7615,7316
19478893,8439,8217
19478901,10088,9521
19478911,13587,12475
19478912,22256,13853
19478922,131,57
19478933,9870,7993
19478947,45414,42445
19478957,9225,6861
19478974,5206,4704
19478977,11422,7213
19478980,21939,17363
19478982,13637,8728
19478989,44826,29589
19478993,6339,5696
19479006,5700,5455
19479009,3136,3136
19479016,4151,4151
19479017,51362,45699
19479024,19656,12620
19479025,9996,9972
19479029,18013,17014
19479040,9721,7481
19479045,84,56
19479051,16365,15335
19479061,50752,48977
19479070,9135,8076
19479075,23781,23145
19479083,13395,9052
19479092,13652,8777
19479102,13866,13204
19479107,11636,8704
19479118,8872,6306
19479123,11131,10248
19479124,3095,3095
19479125,30589,17999
19479126,33761,33335
19479132,7510,6770
19479141,10232,6697
19479145,6887,6575
19479153,6124,5704
19479156,11345,9466
19479165,32835,23701
19479184,11314,9884
19479187,23026,22727
19479194,27864,26708
19479199,9965,8737
19479203,6383,5220
19479207,12019,7969
19479211,4569,4151
19479216,14781,9151
19479223,6283,6109
19479229,8670,5710
19479240,33323,24514
19479242,7223,4677
19479258,7927,7483
19479262,30003,28303
19479265,8139,7813
19479270,9528,8662
19479278,9581,8546
19479290,47189,45539
19479291,22043,19396
19479303,22086,13153
19479318,6520,6517
19479323,23990,16719
19479325,1323,1323
19479330,18817,12522
19479343,16011,14185
19479357,56495,54288
19479385,10833,9892
19479388,14621,13537
19479401,16344,14789
19479418,13828,9976
19479421,24578,23616
19479427,9106,7336
19479444,14338,13820
19479446,57408,39717
19479449,26488,21206
19479453,65786,48063
19479456,16955,12871
19479460,12086,11752
19479462,10932,10615
19479470,65165,64091
19479473,12407,11747
19479481,44005,42102
19479494,21309,14734
19479507,4728,2290
19479511,20338,19780
19479516,16654,15454
19479521,11869,11345
19479522,44504,31621
19479524,35882,33148
19479533,5213,4074
19479538,14247,12434
19479545,6811,5721
19479549,77633,65438
19479573,47803,45481
19479576,14567,14026
19479595,33274,31040
19479617,13910,13188
19479622,7370,7367
19479626,40159,21446
19479630,61977,45724
19479635,18605,13318
19479641,3426,3426
19479651,14595,14517
19479654,8388,5224
19479662,2476,2316
19479667,13651,12379
19479670,46717,32759
19479674,39943,20049
19479680,14575,13585
19479689,13220,9992
19479692,10308,10204
19479706,9797,9450
19479707,4455,4455
19479713,7945,7945
19479726,10819,10549
19479736,7382,5315
19479740,18263,15013
19479744,15323,15013
19479746,16348,16334
19479755,13852,12669
19479760,12733,11926
19479765,5761,5761
19479785,6303,3999
19479797,23951,21998
19479798,11893,11310
19479799,13346,12939
19479806,13318,10607
19479808,4794,4683
19479810,10289,8097
19479814,30009,27785
19479826,8343,8339
19479853,15983,14910
19479860,4761,3597
19479863,25625,22688
19479864,543,543
19479867,9243,8359
19479875,18234,12971
19479877,39304,36679
19479884,28868,21643
19479896,21931,21931
19479903,18842,14351
19479915,22349,15412
19479916,1936,1936
19479923,23123,21679
19479924,14657,14657
19479927,13576,11273
19479939,823,823
19479958,25721,24476
19479972,9675,8083
19479978,8379,6975
19479982,14424,14424
19479992,27828,27805
19480002,63000,48266
19480003,2552,2552
19480009,15204,14679
19480012,76002,74526
19480018,78736,76900
19480022,10417,9763
19480023,9191,9002
19480030,8266,4782
19480031,16232,13992
19480054,9369,9369
19480069,13167,12071
19480070,14536,14205
19480076,9254,7040
19480083,17540,11682
19480099,5008,4694
19480118,18721,14302
19480120,6191,6108
19480121,19308,16729
19480123,8070,7940
19480126,56605,55075
19480129,10732,8995
19480132,13345,10850
19480145,12671,12614
19480150,16257,13220
19480168,37815,35735
19480171,9583,8740
19480174,5206,4388
19480176,55989,55690
19480180,963,963
19480184,13048,10119
19480186,11358,9578
19480192,7817,7068
19480207,9211,7795
19480217,16476,13041
19480222,5,3
19480225,28458,27738
19480232,4568,3983
19480239,16356,15040
19480249,16399,16399
19480255,5840,5200
19480258,14427,13362
19480264,9115,7277
19480274,7175,7175
19480293,6715,5816
19480324,28760,22761
19480338,10152,9604
19480341,14619,10964
19480345,36073,35255
19480353,15739,12385
19480370,42945,40444
19480374,119640,114645
19480380,39950,35908
19480381,21156,20852
19480387,9466,7858
19480390,39212,29832
19480393,9076,8479
19480403,11954,10770
19480419,9337,6353
19480422,7390,5518
19480433,5505,4631
19480436,8390,7724
19480438,8413,6196
19480439,18081,14925
19480450,9412,9168
19480463,394,394
19480467,27569,24546
19480487,10253,10253
19480491,9097,9051
19480501,6688,6500
19480518,14022,12928
19480526,17155,12924
19480529,82189,81794
19480531,2654,2644
19480539,10103,8113
19480551,1124,1124
19480552,6296,6296
19480559,8632,6799
19480566,518,518
19480577,6569,6208
19480584,8438,7642
19480585,12949,10966
19480593,39420,35690
19480612,8518,8518
19480618,17060,16286
19480628,4626,4556
19480655,16448,16435
19480661,12060,10985
19480689,591,591
19480694,18584,17242
19480706,41287,40244
19480718,528,528
19480729,6278,5790
19480730,11289,7544
19480733,6343,6343
19480769,2132,2132
19480771,8418,6412
19480774,61482,58627
19480788,18077,11948
19480805,14943,10894
19480836,8915,7308
19480840,31298,29224
19480842,1244,1244
19480845,6143,5860
19480846,9331,6446
19480849,13843,12938
19480882,2592,2570
19480883,31952,23982
19480884,32729,21327
19480885,57226,57223
19480888,38946,35980
19480889,10459,9758
19480890,23411,23378
19480894,9435,9067
19480902,7792,7360
19480908,4963,4963
19480911,12778,12539
19480918,20533,19021
19480919,15557,14340
19480927,45991,40113
19480929,17163,14839
19480947,20867,15529
19480948,7313,7172
19480953,7973,7971
19480963,12483,9480
19480966,16637,15874
19480974,48349,46347
19480976,9470,8263
19480977,15431,10939
19480984,1799,1738
19480989,12617,10153
19480995,8893,8213
19480999,4692,4607
19481012,11817,11231
19481019,18873,17871
19481028,45461,42486
19481031,7020,6161
19481034,28245,21828
19481042,17514,16845
19481045,22327,20080
19481048,57,28
19481049,61637,58429
19481071,5658,4114
19481073,13467,10385
19481089,21203,17922
19481094,11614,10731
19481097,12158,10153
19481098,10369,10346
19481102,26806,21824
19481103,4883,4836
19481109,1505,1460
19481111,6021,5713
19481130,11486,10889
19481144,18028,18028
19481169,21312,18888
19481178,10054,9400
19481190,27352,21723
19481192,7007,6894
19481200,9684,8920
19481210,12473,9789
19481211,5833,5528
19481222,17994,14900
19481228,48243,46282
19481229,636,636
19481230,56700,54893
19481248,15962,15402
19481249,20508,18448
19481253,56701,52818
19481264,21474,17893
19481265,13777,11967
19481280,67450,63135
19481289,27309,19402
19481290,11850,11175
19481292,7700,6094
19481308,118,71
19481331,2562,2562
19481335,3430,3430
19481336,12009,10535
19481337,7171,6158
19481343,11096,10294
19481347,75,36
19481365,10430,7160
19481371,17579,15470
19481377,14490,12326
19481381,12982,12652
19481391,9737,6954
19481397,609,609
19481398,69645,62130
19481400,664,664
19481402,9659,8678
19481403,11495,10692
19481410,18478,17642
19481412,11709,8212
19481415,12009,7931
19481418,1092,1092
19481422,1059,1059
19481425,65086,54405
19481435,12058,10944
19481437,14573,14372
19481439,17257,10442
19481443,19685,11242
19481452,6508,6499
19481461,3793,3785
19481469,54937,50047
19481471,4105,2981
19481475,20523,14527
19481477,1522,1522
19481500,6343,5466
19481510,8079,5971
19481524,9923,6961
19481525,51644,49280
19481526,1640,1586
19481530,992,992
19481542,11840,7954
19481552,1409,1409
19481554,11054,9042
19481558,24890,21746
19481572,11022,9588
19481579,10310,6215
19481589,10617,10445
19481592,12216,12055
19481613,3597,3597
19481617,624,624
19481619,27914,21194
19481627,1603,1208
19481634,11253,10560
19481651,29247,27887
19481655,9589,9149
19481672,30954,23041
19481680,17624,16310
19481685,10132,7181
19481692,15307,13344
19481695,11134,10821
19481697,12681,12229
19481703,24263,21844
19481717,17430,11255
19481744,56300,53350
19481753,33937,33853
19481756,39984,30179
19481784,46398,44795
19481785,8988,8539
19481788,39092,37314
19481789,7482,6935
19481795,15680,15024
19481804,9200,8047
19481805,33,24
19481806,77227,68794
19481809,14182,12252
19481812,22097,21708
19481819,118315,116674
19481833,11161,10340
19481838,50672,49280
19481857,41007,38353
19481864,467,267
19481866,26496,26496
19481870,3412,3152
19481871,31894,31843
19481872,33772,33493
19481880,855,855
19481898,24890,20050
19481916,9545,8299
19481918,21587,13141
19481928,1564,1564
19481936,5867,5652
19481942,14596,13559
19481951,2198,2198
19481957,9055,8285
19481970,7245,6470
19481973,4555,3702
19481981,19919,19078
19481983,10316,8273
19481984,1357,1357
19481992,39280,30225
19481999,5600,5595
19482004,5121,3011
19482040,16199,12313
19482074,2779,2779
19482087,18997,11611
19482093,26761,25773
19482102,11286,10129
19482104,16498,16275
19482113,14747,9550
19482121,12427,11805
19482129,97075,90991
19482146,9459,8352
19482152,7277,4160
19482153,2236,2236
19482163,13345,8613
19482173,26458,24978
19482183,54276,33312
19482184,9749,9738
19482195,10319,9285
19482201,89595,77956
19482219,2752,2752
19482222,3764,3764
19482226,18734,17195
19482229,8661,7270
19482231,19174,16656
19482241,12835,9163
19482250,43923,38157
19482260,43532,40791
19482265,21531,21176
19482269,19665,18782
19482271,19168,18272
19482277,22748,14040
19482280,19684,16233
19482281,12201,11829
19482293,12191,11568
19482308,23622,20281
19482311,2264,2264
19482317,8356,7872
19482329,21200,18463
19482399,28456,24434
19482403,14375,13126
19482410,15594,11646
19482415,14,5
19482422,12783,9056
19482427,3717,3717
19482430,15306,10370
19482432,6378,5309
19482436,19144,17545
19482446,17453,16363
19482448,11190,10587
19482449,12549,10870
19482462,44882,39495
19482465,8445,8394
19482470,20561,14171
19482476,8851,8354
19482490,64500,58308
19482494,15327,13292
19482512,11858,8168
19482521,17209,15422
19482526,16130,14885
19482527,5791,5791
19482528,57788,55227
19482537,11639,11349
19482538,11960,10403
19482539,1700,1700
19482543,10591,9248
19482553,1382,1382
19482556,65705,63147
19482561,8875,8010
19482562,9059,5954
19482571,1436,1436
19482578,10509,9907
19482590,11921,10997
19482597,10354,9506
19482600,13716,13175
19482617,17725,17018
19482621,80185,76504
19482641,12302,11801
19482667,6392,6209
19482685,71366,68653
19482688,9933,9933
19482689,100287,97254
19482690,54629,52899
19482693,505,505
19482700,21641,19993
19482707,17325,15819
19482711,13320,12767
19482718,17828,17431
19482725,20721,20721
19482726,14853,10141
19482730,16314,12461
19482750,43095,42272
19482751,30977,29478
19482762,10952,7330
19482764,26398,25180
19482780,23852,22848
19482788,7402,7089
19482794,21551,20336
19482795,13052,8596
19482804,15220,13153
19482812,30428,28307
19482844,7156,6680
19482857,6920,6920
19482860,18349,15162
19482866,25470,24701
19482867,35369,22057
19482870,17031,12087
19482873,24382,22010
19482877,14977,14647
19482879,10166,9244
19482898,4656,4656
19482900,41184,41060
19482901,10144,10144
19482904,22945,22635
19482907,3787,3786
19482914,2560,2560
19482920,17855,15541
19482922,71914,71600
19482929,25358,24838
19482948,11755,10161
19482952,7804,5731
19482961,50044,45734
19482983,15442,14847
19482992,15531,11513
19483000,9634,8690
19483004,2013,2013
19483009,14970,9141
19483014,8506,8119
19483032,45195,43233
19483053,34029,32470
19483055,9973,7289
19483064,26280,25662
19483066,4296,4276
19483067,53070,47423
19483072,12445,9265
19483073,18859,15803
19483077,29909,27620
19483094,14448,13696
19483106,16421,9271
19483113,20189,20189
19483114,10439,10023
19483121,19188,17660
19483127,12868,11865
19483132,3242,3242
19483133,6685,6678
19483139,31503,28617
19483150,61762,55626
19483171,10799,10799
19483198,11409,9863
19483207,23875,23775
19483229,1994,1994
19483250,19558,17474
19483258,8675,5258
19483263,10213,9546
19483264,27366,26939
19483266,11292,10388
19483271,46598,45012
19483276,39234,36982
19483290,12200,10970
19483291,8534,7492
19483296,10834,10174
19483302,64306,63761
19483308,35288,33651
19483321,1377,1377
19483329,10558,9860
19483330,12020,12020
19483334,5879,5097
19483335,45595,42012
19483346,32850,31655
19483360,10885,10646
19483361,12833,12705
19483362,2549,2536
19483365,2994,2991
19483368,12203,10162
19483370,3966,3965
19483411,26844,24120
19483416,3134,3134
19483420,23695,20603
19483423,2028,2028
19483424,56105,40805
19483432,30112,28186
19483445,3392,3392
19483455,26000,22727
19483457,20180,14247
19483458,5052,5052
19483460,15935,12938
19483469,10437,8936
19483471,15880,14175
19483475,12620,11794
19483483,4986,4986
19483486,19394,19394
19483488,9652,9138
19483496,8835,8547
19483503,14073,13288
19483505,13560,13018
19483516,8895,5429
19483532,4251,3861
19483547,10639,10066
19483556,1018,1018
19483559,17448,17365
19483563,82495,81831
19483578,9613,9335
19483588,9004,8514
19483606,13468,12356
19483608,28613,27661
19483625,16386,15130
19483627,23659,18598
19483636,8481,7898
19483650,47491,44996
19483659,1658,1651
19483664,19044,18390
19483671,31540,28998
19483676,6369,6369
19483677,104237,90771
19483678,17815,17011
19483689,35218,31386
19483694,17220,15612
19483696,10030,9124
19483697,17166,10739
19483698,12951,8494
19483700,10145,9150
19483706,9177,8347
19483716,33414,31383
19483719,19873,19654
19483725,7989,7580
19483732,13241,12239
19483736,11666,9604
19483737,4720,4547
19483739,18057,16350
19483751,6506,6239
19483755,29525,26582
19483756,16501,15501
19483766,1064,1064
19483772,15834,14790
19483776,10789,10206
19483779,29419,27795
19483790,21332,16907
19483793,10235,10090
19483811,24562,15952
19483817,28629,17696
19483823,177,126
19483833,6884,5900
19483858,9319,8019
19483867,9126,8874
19483873,18344,9946
19483877,44111,39963
19483881,36229,32150
19483885,35542,32103
19483887,13520,9168
19483892,9721,9534
19483894,19580,18301
19483896,14585,14076
19483900,20,14
19483902,39539,36738
19483904,11174,10524
19483906,12438,11586
19483910,10477,10471
19483926,18801,17440
19483927,13216,11851
19483934,22114,17571
19483938,9406,9202
19483941,15811,11240
19483951,1405,1404
19483958,8382,8382
19483964,13253,12741
19483972,9022,8227
19483991,17370,11659
19483993,16403,11992
19483997,10688,7577
19483999,2264,2264
19484005,32623,30850
19484009,15276,11173
19484018,43750,40240
19484025,1650,1650
19484036,14584,14159
19484038,7845,7440
19484054,21058,20914
19484058,49447,46087
19484065,19597,18514
19484066,10376,10193
19484068,13249,12679
19484071,16895,16519
19484076,13681,13153
19484080,13,9
19484085,16985,15986
19484104,9292,7531
19484110,6261,6231
19484113,13240,12500
19484115,12497,11874
19484140,84628,82914
19484142,14611,12257
19484146,12501,10940
19484156,11640,10014
19484158,15414,13553
19484163,38043,31511
19484193,26186,20637
19484201,1542,1542
19484208,28979,23939
19484219,4823,4660
19484222,17151,16338
19484228,13074,13074
19484232,18716,18492
19484233,23460,21523
19484234,1827,1827
19484236,33376,27531
19484240,50648,43777
19484243,16677,15468
19484244,14763,13646
19484255,13594,13594
19484263,41134,35585
19484266,20848,17171
19484267,5849,5623
19484272,15216,12828
19484281,18109,17709
19484292,17682,17149
19484304,10119,9645
19484309,21269,20153
19484313,19149,17972
19484317,22943,13789
19484319,20969,20080
19484324,12089,8375
19484334,20561,19629
19484335,17380,13311
19484350,22472,20874
19484360,19707,15385
19484365,7433,7175
19484380,21405,20150
19484381,14397,11569
19484382,16255,14133
19484384,11427,10474
19484392,30491,30491
19484398,16521,15020
19484404,24922,21659
19484411,26912,24472
19484417,52182,50383
19484421,26848,26355
19484423,15424,12096
19484424,9706,8733
19484429,20439,18095
19484431,1585,1585
19484434,13982,13611
19484441,5532,5428
19484450,18091,17458
19484453,24139,21912
19484467,16204,15728
19484476,19412,15181
19484478,14496,13869
19484480,63838,59068
19484492,25012,19438
19484501,67709,56966
19484506,1117,1117
19484508,339,185
19484510,64930,61654
19484523,73984,65139
19484531,7133,6885
19484554,24009,16863
19484558,12929,11551
19484563,10143,8499
19484579,16876,15862
19484586,31185,29318
19484591,57918,54555
19484602,9425,5955
19484607,15333,10846
19484610,12978,12081
19484622,17359,16539
19484625,38654,36470
19484638,18839,18831
19484646,11981,10818
19484647,10558,10489
19484653,23782,21445
19484658,5029,5029
19484660,7534,7205
19484662,66660,62565
19484668,19785,18789
19484669,22147,21715
19484673,60325,44861
19484680,10766,10069
19484681,11932,10741
19484689,33058,17872
19484701,35294,27437
19484706,8914,6617
19484707,13798,13455
19484718,13211,11504
19484733,15345,14872
19484746,8165,5208
19484750,19051,17647
19484753,5915,5915
19484762,76981,68092
19484764,6434,6179
19484783,11642,7003
19484795,10672,9607
19484810,13058,11007
19484812,16599,13246
19484818,13485,12067
19484826,13734,7986
19484827,319,271
19484852,13873,8663
19484853,14666,12922
19484858,10225,7415
19484872,15589,15574
19484873,149,97
19484881,70152,68386
19484885,6809,6117
19484891,6271,5374
19484893,9099,8342
19484896,17387,16694
19484905,2850,2850
19484909,14878,13538
19484930,7948,7927
19484936,36545,31752
19484937,14063,12549
19484948,52307,49372
19484952,10375,8775
19484960,55801,34042
19484962,5685,5191
19484966,13726,12876
19484976,10185,9336
19484994,5959,5959
19484998,12694,11600
19485018,22349,19900
19485022,10553,10488
19485023,26426,20393
19485028,8573,7543
19485033,14444,13428
19485034,10733,9939
19485045,12655,11832
19485046,12408,12019
19485050,87795,86158
19485057,8780,8779
19485060,7213,6534
19485066,1149,1117
19485069,7054,6474
19485070,24307,24228
19485072,18724,16685
19485077,14252,12537
19485078,19396,18708
19485098,18289,16741
19485105,5611,5488
19485107,1694,1694
19485122,33707,29777
19485126,14138,11221
19485132,11723,8373
19485133,23782,23301
19485140,15437,14056
19485141,3058,3058
19485149,9531,8370
19485156,30791,26956
