block_number,n_pairs,n_conc
23732368,16543,8255
23732378,6820,3768
23732379,48435,25530
23732382,39371,20744
23732389,72326,36102
23732393,22880,11615
23732396,19893,9363
23732408,56100,27421
23732409,19921,9644
23732416,29679,14214
23732421,17911,8796
23732424,34885,17319
23732425,8714,3818
23732434,19220,9087
23732440,17191,8435
23732441,26851,13427
23732442,31209,15716
23732449,38104,17914
23732452,48438,22848
23732453,5370,2776
23732458,12735,5893
23732461,26399,12420
23732485,30345,14492
23732489,59426,30248
23732495,2143,1161
23732496,137948,66045
23732500,15452,7776
23732501,29884,14671
23732504,33314,16411
23732509,21614,11050
23732511,29865,15065
23732512,23281,11996
23732517,15663,7659
23732522,34167,17569
23732527,25794,13155
23732560,21176,10313
23732564,16250,7997
23732568,15619,7333
23732572,18812,9763
23732575,14270,6789
23732590,53872,25405
23732601,15052,8014
23732609,32148,16189
23732614,23022,11229
23732616,49796,24006
23732638,8617,4511
23732639,63577,32422
23732643,20759,10397
23732651,37960,18788
23732653,58804,28403
23732655,29429,14778
23732659,22804,11133
23732660,33366,16441
23732669,18926,9344
23732674,36529,18005
23732690,25138,13418
23732695,31147,15420
23732703,20604,10599
23732708,23630,11732
23732709,30951,15296
23732716,17392,8304
23732721,13752,6610
23732723,23336,11278
23732729,15203,7747
23732740,23464,10996
23732744,83637,42321
23732746,30156,14394
23732747,21770,10764
23732756,15127,7272
23732759,21380,10678
23732767,31411,15017
23732798,26337,13203
23732800,28656,14030
23732803,39337,19931
23732806,22461,11873
23732816,24010,11602
23732818,18286,8796
23732822,24859,12093
23732829,47632,23654
23732839,26771,14154
23732843,30629,16753
23732844,31882,16035
23732855,16081,7880
23732863,24134,10856
23732868,11695,6101
23732875,33867,17361
23732891,46077,22581
23732902,39784,20474
23732904,13801,6732
23732921,14965,7792
23732922,28147,13616
23732929,13684,7408
23732932,25237,12688
23732963,9575,4595
23732979,27646,14983
23732982,22725,11350
23732983,19492,9749
23732990,13592,7076
23732991,25307,13695
23732997,26599,13604
23733005,23878,12504
23733010,14268,8182
23733018,23641,12378
23733024,41204,20716
23733026,16018,8140
23733031,22317,10885
23733059,63877,30969
23733060,28281,14107
23733063,7422,3618
23733083,28226,14456
23733094,24625,10943
23733098,21273,10299
23733106,1309,591
23733119,26185,12228
23733120,48311,24444
23733134,21632,11187
23733139,17622,8413
23733155,27438,14663
23733171,27165,13983
23733176,4444,2258
23733187,28123,13461
23733188,15095,6501
23733193,15035,7644
23733195,9251,4823
23733196,101860,53066
23733198,29071,14278
23733200,23302,10758
23733206,28726,14134
23733219,33387,17712
23733222,34515,16631
23733231,8079,3875
23733239,28196,15511
23733253,24914,12344
23733261,23508,11345
23733264,25194,12502
23733267,26134,12154
23733270,40296,20430
23733274,22437,10143
23733281,160,64
23733286,6805,3434
23733294,33449,16329
23733297,21247,9840
23733308,25631,12997
23733316,14688,7240
23733325,25788,12420
23733330,26574,12699
23733337,19949,9512
23733348,19202,9945
23733352,44187,23307
23733363,49293,23920
23733364,28411,14314
23733367,11429,5547
23733375,15059,6695
23733377,42636,20841
23733380,90284,43501
23733383,4802,2592
23733384,47193,22949
23733392,2137,1168
23733402,21277,10816
23733410,27430,13369
23733414,31100,16116
23733420,15889,8131
23733422,20121,9773
23733423,28920,13658
23733441,21976,11775
23733442,18104,8991
23733458,18054,9570
23733459,25396,13429
23733463,15913,8299
23733480,57215,28038
23733481,19907,9798
23733502,27068,12456
23733503,23578,11903
23733516,65641,33043
23733520,27516,13259
23733521,19785,10042
23733522,27247,13544
23733523,21895,10650
23733527,18605,9372
23733541,31771,15662
23733564,15324,7880
23733574,17237,8300
23733589,6562,3495
23733599,19597,9480
23733601,25697,12554
23733608,25492,12451
23733618,22912,10784
23733620,13940,7173
23733621,20211,10131
23733622,12040,6181
23733627,2906,1523
23733632,19778,9926
23733649,18385,9313
23733654,10930,5257
23733655,79597,38866
23733656,21029,10333
23733658,2228,1121
23733664,9358,4460
23733675,9422,5147
23733687,21788,10926
23733689,39556,19363
23733692,8423,4741
23733693,47886,23825
23733694,30379,15353
23733696,14891,7726
23733700,16153,7511
23733701,26412,12714
23733702,44107,21904
23733706,52480,27365
23733710,34580,17450
23733714,31148,16130
23733717,27318,13892
23733722,42619,21985
23733726,2965,1509
23733728,64660,32323
23733737,25419,13869
23733748,19642,10007
23733754,1594,798
23733757,39663,19015
23733763,4885,2748
23733769,37633,19042
23733770,18497,9094
23733782,32736,15668
23733789,14875,7966
23733794,43118,20515
23733799,11646,5971
23733810,25283,12115
23733823,36907,18969
23733824,38783,18659
23733836,36662,18567
23733837,28216,13727
23733847,18013,8690
23733852,60978,30698
23733868,12591,6960
23733887,73560,35475
23733890,24362,12342
23733915,15357,7143
23733921,36808,18385
23733925,8040,4117
23733930,9563,4731
23733938,5682,2998
23733948,61312,32814
23733954,36846,18398
23733956,30656,15298
23733961,20213,9991
23733999,23989,12374
23734002,8674,4481
23734005,25041,12418
23734016,15853,7550
23734021,12809,6362
23734038,26797,13341
23734049,13988,7575
23734062,46876,25408
23734065,11143,5010
23734071,26993,12495
23734074,24043,12517
23734076,162972,80744
23734080,24471,11652
23734087,9931,4984
23734095,29099,14888
23734102,1114,600
23734111,28869,13884
23734116,10961,5533
23734130,18799,10146
23734135,21376,10715
23734137,34744,17811
23734140,29052,13430
23734141,25820,11357
23734142,20882,9093
23734146,28126,13290
23734150,68750,32225
23734174,17475,8890
23734176,30427,15562
23734182,19630,10900
23734190,9317,5034
23734193,27187,12884
23734203,23962,11980
23734205,24875,12580
23734208,25918,13569
23734209,23308,12320
23734216,28389,13861
23734217,15097,7533
23734222,28782,14378
23734230,20093,9402
23734232,27996,13870
23734241,62832,31420
23734247,12202,5742
23734248,38057,18545
23734256,22187,11013
23734262,18827,9472
23734293,56195,26651
23734297,26718,14215
23734301,23355,11662
23734307,13740,6684
23734323,20422,9947
23734325,73669,36504
23734328,15541,8131
23734332,45137,23499
23734338,22937,11151
23734343,21822,10961
23734366,16602,8593
23734369,45233,25190
23734370,20122,10211
23734371,17265,8392
23734373,32713,17266
23734377,20647,9854
23734385,43632,21838
23734394,50954,24562
23734405,16373,7845
23734422,25202,13193
23734437,21971,10581
23734438,24107,10884
23734444,21224,10597
23734452,22727,11742
23734457,16418,8197
23734459,38241,18483
23734462,54551,27329
23734463,14953,7366
23734466,61624,29961
23734471,40856,20568
23734485,22051,10759
23734494,15257,7397
23734501,19808,9295
23734514,16474,8152
23734515,17015,8217
23734519,232125,117091
23734524,26835,12811
23734538,16820,8257
23734555,28849,15662
23734560,54768,27854
23734563,12151,6245
23734565,24967,12632
23734577,23701,10738
23734583,4072,1994
23734592,36233,18602
23734593,16236,8365
23734610,38465,17646
23734614,38058,19368
23734620,13133,6264
23734631,23549,11552
23734635,17330,8606
23734643,19908,10622
23734654,80570,42727
23734657,69441,35409
23734660,2676,1226
23734668,41958,20789
23734671,53784,27548
23734675,19319,10066
23734678,9761,4859
23734683,31500,16018
23734695,9976,4958
23734703,17237,8196
23734704,30471,14792
23734715,17859,9510
23734720,49343,23147
23734733,18949,9596
23734741,26808,12255
23734742,35219,17220
23734752,24588,12403
23734760,17770,9408
23734772,64494,32538
23734776,16689,8236
23734809,67325,36152
23734829,33655,16774
23734831,17514,9006
23734835,20641,10574
23734838,18203,9332
23734852,73370,37182
23734866,16110,7221
23734874,5553,3054
23734879,28754,14909
23734881,38577,18562
23734899,130538,62330
23734907,26795,14147
23734911,14767,8044
23734914,5687,2817
23734916,14970,6904
23734925,16807,8750
23734926,5965,2971
23734934,6365,3000
23734935,59166,29868
23734939,18820,9417
23734943,35707,18019
23734944,24145,12136
23734946,16997,8455
23734955,15431,7392
23734958,7841,4085
23734967,25096,11046
23734971,50346,26860
23734985,30230,14700
23734990,21038,10561
23734992,26110,12467
23734997,76314,39499
23734998,30303,13642
23735024,20366,10412
23735025,27672,15450
23735038,13475,7090
23735041,36028,17821
23735046,38124,19664
23735050,28780,14663
23735052,15417,7746
23735055,26282,13934
23735064,18440,8970
23735070,7461,3449
23735073,26848,13201
23735084,2689,1492
23735092,18358,9717
23735098,17800,8773
23735104,27404,14233
23735105,27759,15350
23735115,12983,6818
23735116,14301,7079
23735129,26040,12765
23735160,39691,19601
23735190,23659,11346
23735196,29760,14188
23735202,20753,10103
23735203,8038,3655
23735204,44163,21836
23735219,18492,9131
23735228,31785,16046
23735231,13214,6256
23735242,21939,10744
23735264,23990,11538
23735271,19952,10891
23735275,40859,20254
23735277,14097,6449
23735278,30585,14723
23735279,20071,9894
23735297,28016,14068
23735303,24906,11679
23735306,37614,17459
23735309,41486,19654
23735310,12629,6514
23735311,47584,24156
23735316,7757,3947
23735319,24120,11694
23735345,27666,13541
23735361,24397,12181
23735384,19381,10188
23735390,29536,14085
23735399,16057,8483
23735403,62178,29555
23735404,26229,12825
23735413,14904,7296
23735420,16313,8072
23735423,18492,9280
23735424,21178,10387
23735429,27833,13892
23735445,14023,6696
23735446,27941,14650
23735453,44148,23691
23735455,18080,8937
23735467,23119,11693
23735468,39768,21024
23735472,27682,14397
23735482,24906,11689
23735488,62839,31913
23735492,101566,50151
23735500,9824,4679
23735508,26759,12404
23735509,14552,7103
23735510,32898,17043
23735517,12895,6135
23735519,53093,26336
23735522,6858,3347
23735524,11316,6138
23735526,14849,7854
23735530,31456,15163
23735541,30975,15161
23735546,18197,9099
23735554,13650,7034
23735557,23194,12930
23735572,19895,10363
23735576,18504,8759
23735578,26852,13623
23735588,26107,12294
23735597,64664,31855
23735602,23497,12045
23735604,6002,2703
23735610,43758,21719
23735627,20648,9878
23735643,23008,11847
23735646,13255,6744
23735650,41265,20331
23735657,11186,5389
23735666,40935,20251
23735674,28502,14723
23735678,40803,21272
23735685,26417,13004
23735694,17450,8980
23735701,7094,3594
23735703,16371,8026
23735708,21876,11081
23735710,37401,19801
23735725,19517,9563
23735732,18438,8780
23735746,30459,15015
23735747,11726,5713
23735776,18598,9265
23735789,23486,11761
23735798,21457,10336
23735826,20302,9127
23735836,5660,3025
23735840,42637,20544
23735841,10568,5773
23735849,26332,13838
23735850,69227,33826
23735858,21212,10917
23735871,14516,7662
23735873,24182,11547
23735875,25006,11861
23735887,18694,9056
23735890,16673,7869
23735895,27462,13043
23735900,34110,17030
23735901,40909,19444
23735903,15344,7747
23735914,9914,5339
23735924,19911,9933
23735925,24155,12155
23735938,25477,11922
23735954,24127,12024
23735957,20971,10087
23735958,29560,14556
23735959,26660,13124
23735979,27597,13351
23735984,11899,6331
23735987,27462,13368
23735993,41788,20242
23735999,21092,9599
23736025,3644,1667
23736041,43472,22142
23736043,21766,10221
23736052,25807,12794
23736057,121983,61665
23736062,31880,16862
23736063,3925,1987
23736069,12999,6173
23736073,20305,10804
23736078,2228,1039
23736084,33714,16583
23736094,66104,33170
23736105,29965,14743
23736108,17722,8765
23736116,9549,5129
23736126,26768,13640
23736147,17810,8945
23736156,14957,6847
23736170,13671,6925
23736176,24880,11920
23736177,22148,11589
23736178,16414,8200
23736183,16468,7888
23736190,12558,6381
23736201,15863,8240
23736203,19949,9462
23736211,22763,11977
23736215,23190,11846
23736223,31352,14898
23736230,17811,8631
23736240,16494,8600
23736245,45919,23695
23736251,25915,14260
23736259,11481,5507
23736270,24396,12062
23736283,23577,12876
23736284,28121,14998
23736286,32407,15816
23736291,28785,14375
23736297,21161,11225
23736301,3037,1509
23736316,36286,18304
23736321,31332,16853
23736323,26381,13697
23736326,12910,6147
23736327,29577,15642
23736330,1078,585
23736340,13899,6858
23736341,148225,75749
23736349,9839,4739
23736353,21082,9848
23736364,59911,28419
23736380,11890,5541
23736387,13687,7154
23736392,4092,2178
23736397,44662,21112
23736400,17152,9447
23736403,9292,4978
23736408,15041,7923
23736409,19729,10869
23736419,14046,7359
23736430,19097,9191
23736436,16048,8234
23736444,41800,20534
23736458,27887,13253
23736460,19996,10213
23736465,13068,6238
23736470,3888,1898
23736473,16904,8299
23736486,17426,8091
23736488,10777,6332
23736490,12780,6054
23736499,16332,8221
23736520,15008,7676
23736521,9069,4103
23736526,29163,14837
23736527,9590,4872
23736541,26315,12904
23736555,9587,4394
23736581,20816,10631
23736589,18255,9153
23736596,39069,20147
23736615,22487,11346
23736620,16532,8740
23736623,6172,3058
23736639,14863,8416
23736650,11550,5927
23736653,20625,10509
23736655,24575,12188
23736657,5995,3265
23736659,11601,5966
23736671,20494,9936
23736673,58985,27398
23736677,34443,17063
23736689,39632,20795
23736705,20413,10127
23736708,13932,7772
23736711,43578,22850
23736718,1315,703
23736719,43198,21887
23736733,28660,13530
23736737,27797,13811
23736745,18657,10055
23736770,9245,4636
23736778,29865,15596
23736799,17511,8103
23736814,20641,10579
23736826,54019,25768
23736828,19109,9779
23736834,52132,25535
23736838,15940,7333
23736844,13728,6290
23736850,50918,25087
23736854,101995,52778
23736859,21148,10463
23736865,43267,20439
23736874,20073,10324
23736876,14195,7096
23736878,18172,9286
23736892,41515,20064
23736893,17469,9497
23736903,26738,14003
23736904,17766,9164
23736906,64871,32694
23736918,23465,12122
23736923,5627,2710
23736930,15771,7864
23736934,19577,8802
23736943,12394,6594
23736944,27597,13744
23736956,16018,7776
23736962,17131,7901
23736963,32162,15642
23736984,21719,11173
23736995,29169,13651
23736998,8502,4188
23737000,26547,13483
23737004,34270,16742
23737006,13741,6039
23737009,24240,12471
23737010,20457,10457
23737018,13730,6947
23737030,6715,3528
23737052,13613,6765
23737061,57695,27699
23737062,28289,14681
23737063,7687,4051
23737067,30497,16466
23737070,14014,6773
23737074,26566,14043
23737076,43948,22002
23737089,15506,7768
23737093,26855,12025
23737106,37120,19689
23737113,10620,5124
23737124,18654,9254
23737128,25978,11834
23737132,17169,8500
23737137,23296,11412
23737161,37248,18267
23737176,19069,8719
23737179,49741,23378
23737183,24594,12917
23737184,12501,6443
23737191,15650,7963
23737204,17141,8524
23737206,33947,17196
23737209,8434,4189
23737217,9215,4139
23737220,17110,8469
23737222,12232,6071
23737229,22805,11277
23737234,28341,12823
23737257,25750,12463
23737268,51419,25371
23737271,48914,24858
23737275,20982,10376
23737284,13158,6013
23737302,9562,4511
23737322,21242,9602
23737323,12715,6491
23737328,14062,7078
23737330,15254,7734
23737336,27564,13318
23737350,10017,5566
23737355,49438,23916
23737367,13944,6956
23737372,45234,23022
23737375,37604,17405
23737376,38432,19722
23737379,6534,3268
23737386,19188,9563
23737390,13602,6666
23737410,11188,5578
23737413,24367,11663
23737423,28762,14430
23737428,10893,5109
23737429,35600,17389
23737439,18076,9138
23737445,84995,41293
23737453,14928,7780
23737455,31171,15540
23737458,11104,5516
23737466,29717,14963
23737478,25195,12453
23737497,27106,12747
23737527,8522,4173
23737537,3750,1758
23737539,71517,38521
23737546,29223,15422
23737554,5758,3186
23737574,42626,20671
23737576,12164,5759
23737581,13662,7097
23737583,8793,4207
23737593,10359,5235
23737595,12982,6307
23737601,22627,11949
23737609,16689,8570
23737621,21170,10281
23737638,11419,5570
23737639,38640,19006
23737644,10654,5580
23737653,54420,26358
23737663,22417,11108
23737666,24616,11493
23737686,19266,10113
23737687,12331,6312
23737697,18779,9804
23737701,16144,8017
23737718,310,186
23737732,8328,4232
23737733,46310,24533
23737735,1630,912
23737739,24156,12130
23737753,21569,9515
23737756,45209,22180
23737759,3785,1946
23737769,32030,15352
23737781,50097,25241
23737790,8867,4383
23737792,13641,6843
23737812,9926,5323
23737823,2903,1527
23737832,18045,9520
23737833,12481,6346
23737859,10568,5405
23737862,28016,13723
23737892,13258,6545
23737896,29476,13791
23737913,28742,14361
23737918,87711,43627
23737934,28364,13921
23737935,28453,13281
23737936,17649,8645
23737973,37383,18234
23737975,18070,8646
23737977,8415,4382
23737990,16769,8260
23738012,27678,13286
23738037,13397,5688
23738046,14070,6746
23738047,16908,8919
23738048,25166,12683
23738055,14050,6882
23738059,11371,5728
23738084,10508,5130
23738086,16816,8737
23738090,17454,8207
23738091,18312,9783
23738093,3387,1731
23738094,59731,30540
23738096,13144,5422
23738102,9756,4808
23738111,12883,6658
23738115,9770,5361
23738116,26257,12247
23738125,10392,5437
23738131,8981,4534
23738138,22787,11238
23738148,22630,11327
23738151,10344,5100
23738154,11399,5435
23738168,18628,8884
23738172,12658,6149
23738173,19951,10225
23738178,8463,4222
23738182,12406,5676
23738185,20501,9670
23738190,13002,6283
23738192,17475,8264
23738203,5441,2835
23738204,31482,15324
23738220,5305,2449
23738226,11589,6113
23738230,12213,6134
23738234,28430,15211
23738241,23072,11373
23738248,18858,9678
23738249,13486,6811
23738251,13841,7545
23738257,4317,2280
23738273,13513,7217
23738276,14589,6968
23738280,42934,23037
23738292,725,367
23738299,11100,5453
23738300,13549,6667
23738312,20689,11060
23738313,15875,8099
23738314,62026,30188
23738316,15936,6736
23738318,12056,6535
23738335,21973,11088
23738351,5900,2870
23738375,12155,5617
23738382,85738,42600
23738394,24025,12699
23738399,12495,6459
23738402,4190,2346
23738416,15968,8405
23738422,29180,14003
23738430,25833,12815
23738433,3,2
23738438,11736,5208
23738439,25766,13187
23738452,25593,13602
23738456,9403,5069
23738464,4788,2599
23738468,9410,4682
23738469,11938,5811
23738485,14130,7094
23738498,26418,13032
23738501,25105,12705
23738513,4332,2241
23738538,15759,8056
23738539,12919,5918
23738542,12383,5575
23738546,11508,5583
23738547,29636,15258
23738550,10837,4991
23738557,12298,6139
23738575,14439,6531
23738582,17340,8117
23738583,21468,10065
23738591,8712,4499
23738602,17193,9308
23738603,18004,8357
23738605,15164,8552
23738608,11931,6098
23738609,26374,13004
23738616,23353,11459
23738620,26093,13183
23738621,9889,4935
23738623,18773,9506
23738627,7280,4039
23738631,18380,9278
23738639,14811,7723
23738643,15435,8367
23738647,13949,7359
23738652,31600,15961
23738655,16550,8043
23738669,11168,5654
23738677,26321,13866
23738679,16300,7686
23738688,8650,4217
23738690,11387,6080
23738704,25345,13798
23738709,16270,8034
23738720,27880,13652
23738730,44489,21204
23738732,20552,10179
23738735,12899,7030
23738736,32058,16730
23738741,27480,12359
23738748,15477,8167
23738761,9902,5099
23738762,34029,15863
23738766,24000,11937
23738782,18349,9448
23738785,22510,11061
23738798,13365,7279
23738802,12678,6539
23738817,24525,12193
23738825,18718,9429
23738826,49552,26353
23738833,12114,6466
23738842,53468,27156
23738855,25299,12257
23738865,20132,10912
23738874,9970,5157
23738888,16918,7664
23738889,12284,6124
23738891,3959,2110
23738897,34228,17069
23738902,33583,16218
23738905,3750,1976
23738914,16879,8476
23738928,28670,14153
23738951,30138,14702
23738959,25554,13531
23738962,24622,12394
23738989,20743,10494
23738991,27222,12690
23739001,39751,19429
23739008,51423,27084
23739011,26561,12794
23739012,30941,16125
23739016,23634,11617
23739025,20813,9774
23739030,13862,6663
23739041,20637,10832
23739042,26561,13294
23739062,27193,13357
23739067,18052,9527
23739076,19286,10175
23739077,21380,10746
23739078,13460,7097
23739079,28473,14120
23739084,33876,16194
23739087,12533,6027
23739101,15488,7718
23739127,8906,5116
23739129,20804,11348
23739132,20210,10294
23739142,23719,11083
23739146,22271,10178
23739162,31984,16506
23739165,11667,6315
23739176,16409,7468
23739183,18911,10007
23739184,18496,8905
23739186,12174,6389
23739188,18783,9392
23739197,17878,9253
23739205,40634,19430
23739207,44552,24676
23739210,25155,12538
23739213,52151,26280
23739250,15258,7580
23739281,18712,10547
23739296,33200,16923
23739305,108277,51589
23739308,31755,16720
23739318,20667,10073
23739325,17450,8927
23739332,39962,20322
23739339,25577,13205
23739358,26972,13453
23739361,24747,11775
23739363,47913,25535
23739366,16454,7547
23739375,19720,8839
23739381,14185,6334
23739393,51894,27286
23739394,7599,3867
23739406,28568,14135
23739407,26624,14371
23739430,26567,13621
23739435,105826,49249
23739436,30494,16710
23739442,24780,12477
23739446,44336,21183
23739454,35261,17151
23739461,18649,9156
23739471,33160,16117
23739478,23245,11359
23739479,18676,8767
23739483,9553,4689
23739487,15426,7160
23739490,2680,1172
23739491,57245,29294
23739506,31321,16037
23739523,32888,16492
23739524,29124,15064
23739527,13569,6550
23739537,26528,12335
23739613,25403,12279
23739614,27185,12580
23739625,22412,11269
23739628,27176,13835
23739630,206128,103277
23739640,33759,16085
23739644,360,109
23739645,71222,35866
23739656,32649,15511
23739661,22586,11682
23739663,20038,10389
23739676,24489,11365
23739680,15498,7807
23739683,35652,18743
23739685,7056,3468
23739702,16527,8630
23739703,32209,16144
23739728,23631,11824
23739736,16847,7913
23739738,17762,8808
23739741,25138,12466
23739747,20091,9977
23739749,45811,22521
23739754,20090,10311
23739755,28512,14742
23739759,2064,1213
23739765,19569,9389
23739772,21770,10891
23739773,30517,15645
23739778,22993,11263
23739785,16382,8271
23739788,23676,13900
23739798,24580,12025
23739809,19929,10064
23739816,20059,10488
23739825,40863,19539
23739833,18249,8728
23739835,19676,10494
23739855,19942,9542
23739878,17790,8661
23739896,70645,38110
23739898,13809,6697
23739903,20610,10322
23739905,31102,16127
23739913,14342,6670
23739925,33803,16594
23739931,22558,11500
23739932,23345,11733
23739934,20643,11544
23739935,24103,11680
23739946,17058,7819
23739962,33131,16317
23739963,17803,8987
23739965,19898,9939
23739974,12870,5843
23739994,21501,11493
23740001,44398,21815
23740004,19993,9864
23740006,23635,11145
23740016,23002,11723
23740019,40177,20797
23740057,13986,6748
23740065,42597,21280
23740072,34789,17449
23740075,25850,13068
23740076,22041,11653
23740078,15360,6985
23740081,26582,13009
23740087,21980,11087
23740094,11131,5382
23740108,25553,13174
23740111,21294,10652
23740115,26671,13403
23740116,13368,6314
23740119,20620,10449
23740125,21812,10454
23740129,21525,10366
23740137,35183,17320
23740141,16891,8404
23740164,52005,25249
23740165,25262,12548
23740166,14075,7274
23740173,34431,17643
23740196,7667,3467
23740203,28411,13431
23740214,52916,26708
23740217,28761,14836
23740220,26397,12942
23740232,22291,10434
23740244,3245,1699
23740263,61666,30588
23740265,33743,16902
23740276,26652,13478
23740280,17690,8670
23740282,27497,14347
23740283,14474,7222
23740286,14979,7010
23740312,24613,12375
23740323,41998,21899
23740324,29147,15779
23740330,29991,14396
23740332,49714,24948
23740335,13853,7156
23740336,42064,22035
23740341,22358,12080
23740345,13044,6940
23740350,22759,10914
23740352,28884,15063
23740364,35593,18772
23740367,33078,16991
23740388,20407,10396
23740411,28949,14961
23740420,26694,13635
23740446,26509,12657
23740461,25796,12733
23740467,34052,17310
23740469,40294,20269
23740474,36143,15840
23740477,143984,73976
23740479,7187,3428
23740480,74660,38621
23740487,34099,17089
23740490,21894,11092
23740502,19284,9732
23740509,30864,15397
23740512,34926,17647
23740515,19592,10986
23740518,50467,25250
23740534,31541,16952
23740539,25253,12116
23740545,58164,27480
23740552,29916,13995
23740555,25004,12372
23740556,16841,8164
23740571,138818,70049
23740574,47105,25553
23740575,34094,17783
23740580,52349,27371
23740584,38307,18925
23740587,24538,12408
23740621,58270,30585
23740630,119750,59627
23740636,36499,17830
23740645,29758,14060
23740663,89757,42468
23740669,4622,2320
23740670,61351,30735
23740671,75728,38605
23740674,34209,16252
23740680,30800,14427
23740681,54072,28180
23740687,47899,24562
23740691,39936,18879
23740699,110246,55004
23740700,112902,54115
23740702,94710,44481
23740713,24859,12711
23740718,27416,14298
23740721,32793,16441
23740727,45864,23653
23740734,11821,5562
23740750,8410,4182
23740758,50578,25637
23740772,22400,11130
23740773,115913,59822
23740777,45979,21574
23740795,23005,11277
23740801,24929,12930
23740818,41237,21537
23740828,3146,1604
23740840,33596,16582
23740847,71233,34197
23740856,15652,7302
23740860,60209,29069
23740861,67242,35356
23740876,41044,20783
23740879,69649,33408
23740882,30648,16280
23740884,102761,52322
23740888,87242,44351
23740894,24990,13344
23740906,32227,16720
23740908,28076,13062
23740914,152323,77100
23740916,32213,15795
23740917,40285,19983
23740918,25299,13088
23740923,7629,4151
23740930,24510,12633
23740935,15334,7408
23740941,14127,7042
23740943,5866,2987
23740952,22628,11024
23740953,26927,13842
23740955,40331,20410
23740956,22714,12102
23740965,23827,11810
23740969,63804,31319
23740971,38119,18974
23740980,36161,16725
23740983,120370,58944
23740985,18017,9007
23740990,9605,5157
23740994,80088,36676
23741001,66545,35104
23741006,19547,9177
23741023,93335,45728
23741035,21706,11397
23741039,27983,13493
23741041,67710,36358
23741043,33416,17151
23741076,28421,14659
23741087,10539,5205
23741090,15040,7620
23741091,41920,21042
23741098,27316,13929
23741100,15600,7683
23741101,51370,26232
23741105,45802,22182
23741113,18698,9897
23741116,43269,21680
23741117,32083,15343
23741122,6,5
23741130,28093,14886
23741139,21932,11564
23741147,64560,33198
23741150,20228,10333
23741155,29165,15083
23741158,31468,15200
23741170,29763,14693
23741171,33717,16299
23741175,41671,21356
23741178,50680,25787
23741184,62525,32293
23741203,87275,39760
23741208,31782,15719
23741209,119771,58932
23741211,23409,11813
23741218,16292,7637
23741221,9806,4449
23741238,30731,14414
23741239,36641,18178
23741249,38385,18198
23741254,89263,45053
23741270,39455,20422
23741276,24432,10741
23741278,122118,56741
23741279,40982,19100
23741288,92747,44089
23741298,25341,12633
23741299,22376,10929
23741300,25196,12707
23741323,32266,14844
23741325,36985,19451
23741326,35936,18672
23741329,55945,27566
23741330,28866,15317
23741355,52355,26908
23741360,32546,15764
23741362,39792,20912
23741364,14673,8002
23741370,55848,26181
23741371,33037,16007
23741373,59199,27536
23741410,31577,15892
23741415,60863,31272
23741419,46971,22857
23741421,84881,42390
23741436,41559,20003
23741445,59347,29103
23741448,23250,10953
23741450,67230,32457
23741454,52473,26953
23741455,5495,2613
23741460,35581,17237
23741464,32612,16649
23741465,24907,12402
23741472,21990,10881
23741475,38844,20293
23741478,37707,18608
23741480,19902,9957
23741485,32208,16931
23741490,26960,13796
23741496,8566,4272
23741511,25842,13280
23741530,1447,779
23741535,45288,23652
23741537,41573,21191
23741539,38753,18211
23741545,32468,14241
23741549,42403,21681
23741551,9575,5028
23741571,36427,17913
23741584,25571,13259
23741601,19981,10323
23741602,29687,13878
23741607,164230,86408
23741613,32239,15694
23741621,13375,6321
23741628,18734,9537
23741632,25928,13371
23741640,17108,7710
23741641,90513,42841
23741642,4018,1880
23741643,56109,26501
23741647,20828,10099
23741652,35268,16236
23741661,36527,18389
23741666,26802,13982
23741667,38273,18370
23741685,25467,12543
23741688,21891,10353
23741696,17999,9397
23741701,30524,15951
23741713,84182,41972
23741725,19919,10794
23741726,41645,21407
23741727,43627,21960
23741735,19459,10014
23741743,26588,12627
23741748,14711,7014
23741750,69327,34918
23741751,37282,18259
23741767,19531,8702
23741769,2110,905
23741784,21887,11256
23741788,9405,4117
23741800,24412,12585
23741803,47152,23487
23741807,34615,17097
23741810,19329,9813
23741814,25036,12371
23741823,33295,15588
23741842,21445,10599
23741843,26210,12402
23741856,25936,14000
23741859,41501,21058
23741868,27774,13904
23741873,61491,29008
23741874,16237,7648
23741875,18496,9441
23741876,25711,12748
23741878,35099,17664
23741884,14347,7175
23741888,57074,27251
23741891,36630,17561
23741910,26479,12314
23741922,19505,9502
23741929,26601,14022
23741936,29439,14365
23741971,25744,12095
23741973,30346,14906
23741977,23388,11282
23741978,21182,10569
23741983,15248,8220
23742004,39667,19568
23742013,11307,5621
23742019,32764,16403
23742025,96121,49561
23742031,21538,10933
23742032,11750,5802
23742043,18108,9285
23742045,20320,11759
23742047,26210,14125
23742054,31521,15363
23742070,31569,13490
23742076,24480,12100
23742083,6488,2952
23742090,24636,11988
23742096,22203,11300
23742101,57873,28451
23742104,73005,35771
23742112,24667,11866
23742130,41965,22048
23742154,28646,14771
23742157,1885,875
23742168,17997,8832
23742170,16739,8518
23742179,27597,13754
23742185,17677,8975
23742219,17212,8909
23742227,24775,12994
23742230,20059,9754
23742232,14412,6746
23742237,17995,8822
23742240,24916,12375
23742249,29877,16099
23742251,80468,38564
23742253,14011,6847
23742264,28266,13487
23742271,22603,11426
23742277,46884,22775
