block_number,n_pairs,n_conc
23732358,13664,10390
23732368,16543,13546
23732378,6820,4280
23732379,48435,40095
23732382,39371,29763
23732389,72326,56586
23732393,22880,16171
23732396,19893,16986
23732408,56100,49191
23732409,19921,18084
23732416,29679,23356
23732421,17911,15836
23732424,34885,28711
23732425,8714,8616
23732434,19220,18177
23732440,17191,12285
23732441,26851,22404
23732442,31209,24546
23732449,38104,32522
23732452,48438,40023
23732453,5370,5072
23732458,12735,10570
23732461,26399,22921
23732485,30345,23935
23732489,59426,48012
23732495,2143,2139
23732496,137948,123034
23732500,15452,12586
23732501,29884,27992
23732504,33314,19683
23732509,21614,16074
23732511,29865,22558
23732512,23281,19696
23732517,15663,11158
23732522,34167,27843
23732527,25794,21924
23732560,21176,16497
23732564,16250,16136
23732568,15619,12949
23732572,18812,14769
23732575,14270,11680
23732590,53872,41768
23732601,15052,12945
23732609,32148,24782
23732614,23022,17990
23732616,49796,38766
23732638,8617,7197
23732639,63577,46165
23732643,20759,15809
23732651,37960,30165
23732653,58804,53356
23732655,29429,25211
23732659,22804,17691
23732660,33366,23845
23732669,18926,14551
23732674,36529,26533
23732690,25138,19306
23732695,31147,26071
23732703,20604,15230
23732708,23630,20432
23732709,30951,28129
23732716,17392,13243
23732721,13752,13012
23732723,23336,17876
23732729,15203,12158
23732740,23464,18474
23732744,83637,67934
23732746,30156,26235
23732747,21770,17419
23732756,15127,12620
23732759,21380,15882
23732767,31411,25739
23732798,26337,21041
23732800,28656,24653
23732803,39337,34411
23732806,22461,18387
23732816,24010,19674
23732818,18286,15043
23732822,24859,21388
23732829,47632,43067
23732839,26771,22779
23732843,30629,23618
23732844,31882,27045
23732855,16081,10976
23732863,24134,19144
23732868,11695,11371
23732875,33867,26183
23732891,46077,36502
23732902,39784,26204
23732904,13801,10991
23732921,14965,11810
23732922,28147,23027
23732929,13684,9832
23732932,25237,15255
23732963,9575,7936
23732979,27646,22436
23732982,22725,19853
23732983,19492,17832
23732990,13592,12025
23732991,25307,19926
23732997,26599,22587
23733005,23878,21307
23733010,14268,11208
23733018,23641,19747
23733024,41204,31886
23733026,16018,13433
23733031,22317,18842
23733059,63877,61751
23733060,28281,20904
23733063,7422,3891
23733083,28226,18862
23733094,24625,20193
23733098,21273,16288
23733106,1309,729
23733119,26185,18949
23733120,48311,48014
23733134,21632,16683
23733139,17622,14197
23733155,27438,22634
23733171,27165,22469
23733176,4444,4444
23733187,28123,21111
23733188,15095,14544
23733193,15035,15013
23733195,9251,5512
23733196,101860,91030
23733198,29071,20545
23733200,23302,17493
23733206,28726,24308
23733219,33387,24010
23733222,34515,28227
23733231,8079,7590
23733239,28196,21920
23733253,24914,17279
23733261,23508,18843
23733264,25194,20729
23733267,26134,19214
23733270,40296,31816
23733274,22437,20776
23733281,160,160
23733286,6805,6805
23733294,33449,25394
23733297,21247,17092
23733308,25631,21184
23733316,14688,12322
23733325,25788,19354
23733330,26574,20314
23733337,19949,16276
23733348,19202,14330
23733352,44187,33196
23733363,49293,44527
23733364,28411,24415
23733367,11429,8443
23733375,15059,12931
23733377,42636,31331
23733380,90284,77730
23733383,4802,4802
23733384,47193,34242
23733392,2137,2137
23733402,21277,11904
23733410,27430,20666
23733414,31100,27169
23733420,15889,9837
23733422,20121,14802
23733423,28920,26344
23733441,21976,16915
23733442,18104,15581
23733458,18054,17616
23733459,25396,18484
23733463,15913,14103
23733480,57215,45434
23733481,19907,16951
23733502,27068,20493
23733503,23578,21116
23733516,65641,52370
23733520,27516,19827
23733521,19785,11896
23733522,27247,20006
23733523,21895,16885
23733527,18605,14765
23733541,31771,25090
23733564,15324,11906
23733574,17237,13863
23733589,6562,6562
23733599,19597,14803
23733601,25697,21643
23733608,25492,20611
23733618,22912,22499
23733620,13940,11139
23733621,20211,15863
23733622,12040,9292
23733627,2906,1195
23733632,19778,15811
23733649,18385,15149
23733654,10930,10930
23733655,79597,62167
23733656,21029,17843
23733658,2228,2228
23733664,9358,8081
23733675,9422,6939
23733687,21788,16598
23733689,39556,31292
23733692,8423,8418
23733693,47886,35764
23733694,30379,24589
23733696,14891,11498
23733700,16153,13802
23733701,26412,21185
23733702,44107,33846
23733706,52480,35370
23733710,34580,19522
23733714,31148,23759
23733717,27318,17508
23733722,42619,30071
23733726,2965,1471
23733728,64660,50315
23733737,25419,20682
23733748,19642,14234
23733754,1594,898
23733757,39663,35128
23733763,4885,4024
23733769,37633,27905
23733770,18497,14678
23733782,32736,22314
23733789,14875,11512
23733794,43118,38092
23733799,11646,9229
23733810,25283,17841
23733823,36907,34799
23733824,38783,32763
23733836,36662,29992
23733837,28216,22446
23733847,18013,15779
23733852,60978,52035
23733868,12591,11229
23733887,73560,53739
23733890,24362,19603
23733915,15357,11688
23733921,36808,28713
23733925,8040,6569
23733930,9563,7481
23733938,5682,5682
23733948,61312,47031
23733954,36846,29006
23733956,30656,23835
23733961,20213,17565
23733999,23989,20601
23734002,8674,8235
23734005,25041,20848
23734016,15853,13160
23734021,12809,12734
23734038,26797,20522
23734049,13988,9389
23734062,46876,35322
23734065,11143,6879
23734071,26993,22769
23734074,24043,19098
23734076,162972,137159
23734080,24471,15734
23734087,9931,8883
23734095,29099,20303
23734102,1114,1114
23734111,28869,22616
23734116,10961,10163
23734130,18799,14170
23734135,21376,18361
23734137,34744,28566
23734140,29052,21582
23734141,25820,18665
23734142,20882,15370
23734146,28126,23821
23734150,68750,52357
23734174,17475,14257
23734176,30427,22707
23734182,19630,17896
23734190,9317,6519
23734193,27187,21283
23734203,23962,18041
23734205,24875,20140
23734208,25918,19129
23734209,23308,17545
23734216,28389,21712
23734217,15097,9969
23734222,28782,21607
23734230,20093,19445
23734232,27996,19546
23734241,62832,51730
23734247,12202,10678
23734248,38057,28229
23734256,22187,17677
23734262,18827,14709
23734293,56195,45884
23734297,26718,18329
23734301,23355,18071
23734307,13740,10877
23734323,20422,17357
23734325,73669,50849
23734328,15541,11513
23734332,45137,34121
23734338,22937,19299
23734343,21822,17453
23734366,16602,13080
23734369,45233,34851
23734370,20122,14972
23734371,17265,14055
23734373,32713,25973
23734377,20647,15573
23734385,43632,36823
23734394,50954,46646
23734405,16373,12553
23734422,25202,20510
23734437,21971,16728
23734438,24107,19094
23734444,21224,17345
23734452,22727,18148
23734457,16418,14379
23734459,38241,30753
23734462,54551,40113
23734463,14953,12664
23734466,61624,48076
23734471,40856,32270
23734485,22051,17883
23734494,15257,14124
23734501,19808,14738
23734514,16474,11957
23734515,17015,11719
23734519,232125,207109
23734524,26835,20698
23734538,16820,12755
23734555,28849,20175
23734560,54768,49122
23734563,12151,9494
23734565,24967,21044
23734577,23701,18288
23734583,4072,4072
23734592,36233,23875
23734593,16236,12447
23734610,38465,31672
23734614,38058,27892
23734620,13133,9961
23734631,23549,18315
23734635,17330,14355
23734643,19908,15187
23734654,80570,65323
23734657,69441,57142
23734660,2676,2676
23734668,41958,32849
23734671,53784,35407
23734675,19319,15172
23734678,9761,5489
23734683,31500,23229
23734695,9976,8923
23734703,17237,14336
23734704,30471,25375
23734715,17859,15223
23734720,49343,46512
23734733,18949,14387
23734741,26808,24702
23734742,35219,30469
23734752,24588,20125
23734760,17770,13030
23734772,64494,48230
23734776,16689,10856
23734809,67325,48151
23734829,33655,25672
23734831,17514,13846
23734835,20641,17173
23734838,18203,15798
23734852,73370,67190
23734866,16110,13310
23734874,5553,4757
23734879,28754,25160
23734881,38577,32765
23734899,130538,97467
23734907,26795,23030
23734911,14767,11966
23734914,5687,4699
23734916,14970,9941
23734925,16807,14355
23734926,5965,3114
23734934,6365,4871
23734935,59166,54110
23734939,18820,14635
23734943,35707,31104
23734944,24145,17825
23734946,16997,13802
23734955,15431,11977
23734958,7841,4617
23734967,25096,20382
23734971,50346,40161
23734985,30230,21674
23734990,21038,16803
23734992,26110,19233
23734997,76314,59952
23734998,30303,25631
23735024,20366,16277
23735025,27672,22621
23735038,13475,10945
23735041,36028,29870
23735046,38124,29000
23735050,28780,23030
23735052,15417,12206
23735055,26282,19543
23735064,18440,15223
23735070,7461,6343
23735073,26848,19320
23735084,2689,2689
23735092,18358,14875
23735098,17800,13618
23735104,27404,21126
23735105,27759,21698
23735115,12983,10519
23735116,14301,13561
23735129,26040,20211
23735160,39691,32697
23735190,23659,20658
23735196,29760,22144
23735202,20753,16464
23735203,8038,5548
23735204,44163,39736
23735219,18492,16321
23735228,31785,27911
23735231,13214,10959
23735242,21939,16816
23735264,23990,19671
23735271,19952,14351
23735275,40859,32466
23735277,14097,9473
23735278,30585,21063
23735279,20071,15818
23735297,28016,25492
23735303,24906,20780
23735306,37614,29295
23735309,41486,35620
23735310,12629,11947
23735311,47584,37839
23735316,7757,7405
23735319,24120,20064
23735345,27666,22436
23735361,24397,20935
23735384,19381,16424
23735390,29536,26340
23735399,16057,14014
23735403,62178,50493
23735404,26229,23045
23735413,14904,11752
23735420,16313,12322
23735423,18492,13716
23735424,21178,17550
23735429,27833,25857
23735445,14023,10506
23735446,27941,22964
23735453,44148,33701
23735455,18080,10373
23735467,23119,18357
23735468,39768,32173
23735472,27682,24553
23735482,24906,20765
23735488,62839,50030
23735492,101566,95470
23735500,9824,8709
23735508,26759,20379
23735509,14552,12356
23735510,32898,26171
23735517,12895,11650
23735519,53093,43807
23735522,6858,6858
23735524,11316,7877
23735526,14849,11545
23735530,31456,24687
23735541,30975,21295
23735546,18197,14916
23735554,13650,11292
23735557,23194,18627
23735572,19895,14575
23735576,18504,14005
23735578,26852,25303
23735588,26107,20614
23735597,64664,40067
23735602,23497,19741
23735604,6002,5994
23735610,43758,40153
23735627,20648,16837
23735643,23008,18468
23735646,13255,9880
23735650,41265,38446
23735657,11186,8764
23735666,40935,37075
23735674,28502,25520
23735678,40803,32471
23735685,26417,21949
23735694,17450,11833
23735701,7094,6852
23735703,16371,13311
23735708,21876,19514
23735710,37401,32572
23735725,19517,16465
23735732,18438,15824
23735746,30459,24897
23735747,11726,10966
23735776,18598,15867
23735789,23486,18882
23735798,21457,19086
23735826,20302,15685
23735836,5660,5434
23735840,42637,35942
23735841,10568,9682
23735849,26332,20987
23735850,69227,58697
23735858,21212,18559
23735871,14516,12765
23735873,24182,18267
23735875,25006,20315
23735887,18694,15126
23735890,16673,13575
23735895,27462,20704
23735900,34110,29566
23735901,40909,23884
23735903,15344,9841
23735914,9914,7092
23735924,19911,15341
23735925,24155,18921
23735938,25477,21950
23735954,24127,20406
23735957,20971,16879
23735958,29560,23736
23735959,26660,22623
23735979,27597,25630
23735984,11899,11024
23735987,27462,22110
23735993,41788,33524
23735999,21092,19153
23736025,3644,3644
23736041,43472,34311
23736043,21766,14748
23736052,25807,24005
23736057,121983,89986
23736062,31880,29272
23736063,3925,3835
23736069,12999,12999
23736073,20305,16656
23736078,2228,2228
23736084,33714,24461
23736094,66104,52895
23736105,29965,23957
23736108,17722,14999
23736116,9549,7151
23736126,26768,23253
23736147,17810,16065
23736156,14957,13758
23736170,13671,11290
23736176,24880,20875
23736177,22148,17753
23736178,16414,13797
23736183,16468,14772
23736190,12558,10462
23736201,15863,15302
23736203,19949,16950
23736211,22763,18830
23736215,23190,18798
23736223,31352,20281
23736230,17811,15706
23736240,16494,14739
23736245,45919,38233
23736251,25915,19681
23736259,11481,9301
23736270,24396,21441
23736283,23577,20283
23736284,28121,25695
23736286,32407,27926
23736291,28785,23025
23736297,21161,17792
23736301,3037,3037
23736316,36286,30343
23736321,31332,29604
23736323,26381,23078
23736326,12910,10420
23736327,29577,24904
23736330,1078,1078
23736340,13899,12557
23736341,148225,126696
23736349,9839,8828
23736353,21082,17820
23736364,59911,56674
23736380,11890,10430
23736387,13687,11334
23736392,4092,4000
23736397,44662,34498
23736400,17152,15917
23736403,9292,7257
23736408,15041,11868
23736409,19729,18357
23736419,14046,10413
23736430,19097,15549
23736436,16048,14589
23736444,41800,36622
23736458,27887,25331
23736460,19996,16445
23736465,13068,10769
23736470,3888,3520
23736473,16904,15554
23736486,17426,13724
23736488,10777,9241
23736490,12780,11861
23736499,16332,12986
23736520,15008,13753
23736521,9069,8143
23736526,29163,26560
23736527,9590,8751
23736541,26315,22909
23736555,9587,8647
23736581,20816,16963
23736589,18255,15530
23736596,39069,23583
23736615,22487,18672
23736620,16532,12436
23736623,6172,5881
23736639,14863,12236
23736650,11550,7480
23736653,20625,15733
23736655,24575,22901
23736657,5995,5982
23736659,11601,10498
23736671,20494,17546
23736673,58985,46133
23736677,34443,28617
23736689,39632,39067
23736705,20413,14196
23736708,13932,12471
23736711,43578,36691
23736718,1315,1315
23736719,43198,34005
23736733,28660,23745
23736737,27797,25371
23736745,18657,13567
23736770,9245,8483
23736778,29865,26507
23736799,17511,15738
23736814,20641,11483
23736826,54019,47549
23736828,19109,15811
23736834,52132,43908
23736838,15940,13313
23736844,13728,10472
23736850,50918,43946
23736854,101995,86183
23736859,21148,18631
23736865,43267,34624
23736874,20073,17444
23736876,14195,12303
23736878,18172,15437
23736892,41515,36974
23736893,17469,15601
23736903,26738,20949
23736904,17766,15195
23736906,64871,52928
23736918,23465,18588
23736923,5627,3741
23736930,15771,13294
23736934,19577,16480
23736943,12394,10039
23736944,27597,21549
23736956,16018,12371
23736962,17131,14291
23736963,32162,23791
23736984,21719,19064
23736995,29169,24066
23736998,8502,8351
23737000,26547,23259
23737004,34270,24391
23737006,13741,10156
23737009,24240,20859
23737010,20457,12572
23737018,13730,10360
23737030,6715,4782
23737052,13613,11653
23737061,57695,49630
23737062,28289,21862
23737063,7687,7533
23737067,30497,25471
23737070,14014,11242
23737074,26566,23932
23737076,43948,35733
23737089,15506,12952
23737093,26855,22759
23737106,37120,33486
23737113,10620,7243
23737124,18654,14609
23737128,25978,21818
23737132,17169,13666
23737137,23296,19416
23737161,37248,31217
23737176,19069,15869
23737179,49741,44161
23737183,24594,18949
23737184,12501,8669
23737191,15650,12942
23737204,17141,14445
23737206,33947,30128
23737209,8434,5850
23737217,9215,7344
23737220,17110,12783
23737222,12232,10244
23737229,22805,19958
23737234,28341,25135
23737257,25750,20817
23737268,51419,39924
23737271,48914,37125
23737275,20982,16570
23737284,13158,9783
23737302,9562,8518
23737322,21242,16290
23737323,12715,8545
23737328,14062,12144
23737330,15254,14328
23737336,27564,23126
23737350,10017,8097
23737355,49438,37507
23737367,13944,12209
23737372,45234,37196
23737375,37604,31328
23737376,38432,30461
23737379,6534,6534
23737386,19188,15714
23737390,13602,9842
23737410,11188,10804
23737413,24367,18165
23737423,28762,18197
23737428,10893,8024
23737429,35600,28875
23737439,18076,14636
23737445,84995,69273
23737453,14928,11611
23737455,31171,24705
23737458,11104,9127
23737466,29717,23649
23737478,25195,19099
23737497,27106,19363
23737527,8522,6951
23737537,3750,3750
23737539,71517,62461
23737546,29223,29086
23737554,5758,4019
23737574,42626,30323
23737576,12164,10673
23737581,13662,10757
23737583,8793,7423
23737593,10359,8361
23737595,12982,10251
23737601,22627,18963
23737609,16689,12948
23737621,21170,17159
23737638,11419,8287
23737639,38640,33861
23737644,10654,9791
23737653,54420,42003
23737663,22417,16852
23737666,24616,21472
23737686,19266,15318
23737687,12331,10780
23737697,18779,16719
23737701,16144,13278
23737718,310,310
23737732,8328,7975
23737733,46310,39909
23737735,1630,845
23737739,24156,19255
23737753,21569,17913
23737756,45209,29464
23737759,3785,3624
23737769,32030,27637
23737781,50097,44049
23737790,8867,6540
23737792,13641,8960
23737812,9926,8273
23737823,2903,2533
23737832,18045,15391
23737833,12481,8815
23737859,10568,8935
23737862,28016,24294
23737892,13258,11239
23737896,29476,26651
23737913,28742,24746
23737918,87711,75636
23737934,28364,26008
23737935,28453,23890
23737936,17649,16104
23737973,37383,26866
23737975,18070,13785
23737977,8415,6899
23737990,16769,12233
23738012,27678,22808
23738037,13397,11534
23738046,14070,11468
23738047,16908,14441
23738048,25166,22703
23738055,14050,12226
23738059,11371,8749
23738084,10508,9982
23738086,16816,13605
23738090,17454,13858
23738091,18312,16294
23738093,3387,3387
23738094,59731,51623
23738096,13144,10251
23738102,9756,7015
23738111,12883,9978
23738115,9770,8849
23738116,26257,20336
23738125,10392,7922
23738131,8981,7287
23738138,22787,16575
23738148,22630,20579
23738151,10344,10184
23738154,11399,8725
23738168,18628,14525
23738172,12658,9459
23738173,19951,13519
23738178,8463,6656
23738182,12406,9482
23738185,20501,16968
23738190,13002,10511
23738192,17475,14350
23738203,5441,5441
23738204,31482,23545
23738220,5305,5299
23738226,11589,8773
23738230,12213,10609
23738234,28430,23942
23738241,23072,18809
23738248,18858,14902
23738249,13486,10435
23738251,13841,12687
23738257,4317,4293
23738273,13513,10800
23738276,14589,10168
23738280,42934,33638
23738292,725,231
23738299,11100,8887
23738300,13549,11883
23738312,20689,15284
23738313,15875,15333
23738314,62026,48954
23738316,15936,15432
23738318,12056,9831
23738335,21973,15911
23738351,5900,4495
23738375,12155,10627
23738382,85738,73005
23738394,24025,21529
23738399,12495,9814
23738402,4190,2692
23738416,15968,12087
23738422,29180,19162
23738430,25833,18582
23738433,3,2
23738438,11736,8563
23738439,25766,23403
23738452,25593,20335
23738456,9403,7101
23738464,4788,4788
23738468,9410,7472
23738469,11938,9426
23738485,14130,11094
23738498,26418,23610
23738501,25105,18459
23738513,4332,4237
23738538,15759,10429
23738539,12919,8530
23738542,12383,10132
23738546,11508,7810
23738547,29636,20157
23738550,10837,8256
23738557,12298,8840
23738575,14439,10851
23738582,17340,13083
23738583,21468,16082
23738591,8712,8410
23738602,17193,15511
23738603,18004,14687
23738605,15164,10582
23738608,11931,8670
23738609,26374,21239
23738616,23353,17955
23738620,26093,18618
23738621,9889,7838
23738623,18773,16339
23738627,7280,7156
23738631,18380,12923
23738639,14811,9654
23738643,15435,13990
23738647,13949,11460
23738652,31600,23212
23738655,16550,12272
23738669,11168,11141
23738677,26321,21242
23738679,16300,15035
23738688,8650,8075
23738690,11387,9585
23738704,25345,19528
23738709,16270,14576
23738720,27880,22426
23738730,44489,38379
23738732,20552,13381
23738735,12899,9832
23738736,32058,23086
23738741,27480,23184
23738748,15477,13022
23738761,9902,9491
23738762,34029,33740
23738766,24000,17986
23738782,18349,13550
23738785,22510,16442
23738798,13365,11184
23738802,12678,10523
23738817,24525,19130
23738825,18718,15169
23738826,49552,40467
23738833,12114,9945
23738842,53468,39900
23738855,25299,22407
23738865,20132,19764
23738874,9970,9680
23738888,16918,12493
23738889,12284,9095
23738891,3959,3959
23738897,34228,20144
23738902,33583,18469
23738905,3750,3750
23738914,16879,14624
23738928,28670,25042
23738951,30138,24986
23738959,25554,19083
23738962,24622,20443
23738989,20743,17013
23738991,27222,19712
23739001,39751,24214
23739008,51423,33385
23739011,26561,22193
23739012,30941,24643
23739016,23634,19691
23739025,20813,15643
23739030,13862,12769
23739041,20637,16214
23739042,26561,23201
23739062,27193,22577
23739067,18052,13634
23739076,19286,15226
23739077,21380,18360
23739078,13460,12311
23739079,28473,22498
23739084,33876,25537
23739087,12533,10590
23739101,15488,11268
23739127,8906,8906
23739129,20804,16260
23739132,20210,15615
23739142,23719,17440
23739146,22271,17811
23739162,31984,25922
23739165,11667,9031
23739176,16409,12122
23739183,18911,15750
23739184,18496,14720
23739186,12174,11470
23739188,18783,16998
23739197,17878,14176
23739205,40634,33409
23739207,44552,34789
23739210,25155,16624
23739213,52151,40067
23739250,15258,13224
23739281,18712,15120
23739296,33200,29599
23739305,108277,95345
23739308,31755,23367
23739318,20667,14626
23739325,17450,15995
23739332,39962,31728
23739339,25577,22886
23739358,26972,21662
23739361,24747,20645
23739363,47913,38863
23739366,16454,13513
23739375,19720,15855
23739381,14185,13767
23739393,51894,40067
23739394,7599,7599
23739406,28568,23179
23739407,26624,21731
23739430,26567,21123
23739435,105826,86371
23739436,30494,23584
23739442,24780,21798
23739446,44336,31329
23739454,35261,28126
23739461,18649,16493
23739471,33160,26151
23739478,23245,17920
23739479,18676,13956
23739483,9553,9312
23739487,15426,12630
23739490,2680,2680
23739491,57245,42595
23739506,31321,27929
23739523,32888,26812
23739524,29124,22641
23739527,13569,10100
23739537,26528,22603
23739613,25403,20388
23739614,27185,22302
23739625,22412,17259
23739628,27176,20359
23739630,206128,179607
23739640,33759,29586
23739644,360,293
23739645,71222,41593
23739656,32649,32092
23739661,22586,17638
23739663,20038,17425
23739676,24489,21314
23739680,15498,15470
23739683,35652,28108
23739685,7056,5867
23739702,16527,11695
23739703,32209,25925
23739728,23631,19611
23739736,16847,14027
23739738,17762,13299
23739741,25138,20385
23739747,20091,18108
23739749,45811,39379
23739754,20090,17077
23739755,28512,21654
23739759,2064,2044
23739765,19569,13228
23739772,21770,17490
23739773,30517,24473
23739778,22993,18594
23739785,16382,13082
23739788,23676,19285
23739798,24580,18377
23739809,19929,16117
23739816,20059,16475
23739825,40863,25989
23739833,18249,15636
23739835,19676,14231
23739855,19942,12964
23739878,17790,14167
23739896,70645,52925
23739898,13809,12007
23739903,20610,17798
23739905,31102,26565
23739913,14342,13749
23739925,33803,23295
23739931,22558,16676
23739932,23345,18167
23739934,20643,15888
23739935,24103,19412
23739946,17058,13336
23739962,33131,25181
23739963,17803,13060
23739965,19898,12677
23739974,12870,9077
23739994,21501,15014
23740001,44398,31822
23740004,19993,14016
23740006,23635,20658
23740016,23002,16714
23740019,40177,28973
23740057,13986,11439
23740065,42597,31270
23740072,34789,28017
23740075,25850,17975
23740076,22041,18069
23740078,15360,11389
23740081,26582,23248
23740087,21980,16746
23740094,11131,7291
23740108,25553,25069
23740111,21294,17884
23740115,26671,19297
23740116,13368,10445
23740119,20620,17029
23740125,21812,20038
23740129,21525,17757
23740137,35183,24711
23740141,16891,13128
23740164,52005,46269
23740165,25262,19379
23740166,14075,9688
23740173,34431,29283
23740196,7667,6908
23740203,28411,21442
23740214,52916,40871
23740217,28761,24791
23740220,26397,18496
23740232,22291,17891
23740244,3245,3222
23740263,61666,38258
23740265,33743,24474
23740276,26652,22532
23740280,17690,14921
23740282,27497,20747
23740283,14474,12180
23740286,14979,11681
23740312,24613,18222
23740323,41998,31690
23740324,29147,20182
23740330,29991,21744
23740332,49714,40072
23740335,13853,13357
23740336,42064,30960
23740341,22358,19125
23740345,13044,10132
23740350,22759,16861
23740352,28884,21861
23740364,35593,28387
23740367,33078,25840
23740388,20407,14630
23740411,28949,21650
23740420,26694,20025
23740446,26509,21124
23740461,25796,19341
23740467,34052,27983
23740469,40294,33401
23740474,36143,29146
23740477,143984,111539
23740479,7187,7181
23740480,74660,48802
23740487,34099,27070
23740490,21894,14292
23740502,19284,14389
23740509,30864,26239
23740512,34926,29865
23740515,19592,14901
23740518,50467,34864
23740534,31541,27397
23740539,25253,19601
23740545,58164,44142
23740552,29916,23031
23740555,25004,19213
23740556,16841,14647
23740571,138818,75900
23740574,47105,35618
23740575,34094,27478
23740580,52349,41490
23740584,38307,30622
23740587,24538,19593
23740621,58270,42307
23740630,119750,94077
23740636,36499,28636
23740645,29758,24995
23740663,89757,71182
23740669,4622,4622
23740670,61351,32658
23740671,75728,64434
23740674,34209,22315
23740680,30800,23789
23740681,54072,42620
23740687,47899,39386
23740691,39936,31091
23740699,110246,88666
23740700,112902,89180
23740702,94710,81137
23740713,24859,21634
23740718,27416,21603
23740721,32793,24772
23740727,45864,32862
23740734,11821,10371
23740750,8410,6141
23740758,50578,37675
23740772,22400,21300
23740773,115913,70769
23740777,45979,45969
23740795,23005,19128
23740801,24929,19542
23740818,41237,32170
23740828,3146,3103
23740840,33596,27738
23740847,71233,59020
23740856,15652,8619
23740860,60209,49053
23740861,67242,41900
23740876,41044,36276
23740879,69649,51976
23740882,30648,27038
23740884,102761,102299
23740888,87242,73101
23740894,24990,22600
23740906,32227,26460
23740908,28076,22907
23740914,152323,137792
23740916,32213,26977
23740917,40285,34537
23740918,25299,21190
23740923,7629,7146
23740930,24510,20652
23740935,15334,15036
23740941,14127,12090
23740943,5866,3587
23740952,22628,18484
23740953,26927,22076
23740955,40331,34003
23740956,22714,18278
23740965,23827,21555
23740969,63804,40894
23740971,38119,28860
23740980,36161,28659
23740983,120370,98922
23740985,18017,13249
23740990,9605,8153
23740994,80088,62689
23741001,66545,54327
23741006,19547,17428
23741023,93335,75531
23741035,21706,15926
23741039,27983,20104
23741041,67710,51116
23741043,33416,28825
23741076,28421,22640
23741087,10539,10458
23741090,15040,11766
23741091,41920,41434
23741098,27316,20059
23741100,15600,11679
23741101,51370,40471
23741105,45802,38681
23741113,18698,14780
23741116,43269,35458
23741117,32083,25535
23741122,6,6
23741130,28093,22380
23741139,21932,17156
23741147,64560,51091
23741150,20228,15911
23741155,29165,21148
23741158,31468,24133
23741170,29763,27214
23741171,33717,29319
23741175,41671,32604
23741178,50680,42436
23741184,62525,60974
23741203,87275,71228
23741208,31782,29104
23741209,119771,101568
23741211,23409,19456
23741218,16292,11741
23741221,9806,9371
23741238,30731,23868
23741239,36641,27894
23741249,38385,26525
23741254,89263,72885
23741270,39455,33567
23741276,24432,17596
23741278,122118,98444
23741279,40982,32735
23741288,92747,68130
23741298,25341,21565
23741299,22376,17293
23741300,25196,21887
23741323,32266,17994
23741325,36985,29806
23741326,35936,28721
23741329,55945,41734
23741330,28866,28764
23741355,52355,44109
23741360,32546,24577
23741362,39792,32247
23741364,14673,11900
23741370,55848,43280
23741371,33037,27977
23741373,59199,46781
23741410,31577,28674
23741415,60863,45560
23741419,46971,35611
23741421,84881,73300
23741436,41559,31714
23741445,59347,58952
23741448,23250,22687
23741450,67230,49704
23741454,52473,40480
23741455,5495,5495
23741460,35581,27472
23741464,32612,24210
23741465,24907,22274
23741472,21990,18310
23741475,38844,32957
23741478,37707,30817
23741480,19902,16194
23741485,32208,21269
23741490,26960,22307
23741496,8566,8248
23741511,25842,19693
23741530,1447,828
23741535,45288,38533
23741537,41573,29661
23741539,38753,29861
23741545,32468,21163
23741549,42403,33586
23741551,9575,8719
23741571,36427,31559
23741584,25571,20211
23741601,19981,15638
23741602,29687,23768
23741607,164230,136682
23741613,32239,25357
23741621,13375,8945
23741628,18734,12704
23741632,25928,19858
23741640,17108,13969
23741641,90513,79638
23741642,4018,3988
23741643,56109,43655
23741647,20828,16241
23741652,35268,27718
23741661,36527,30656
23741666,26802,21704
23741667,38273,32888
23741685,25467,20651
23741688,21891,17967
23741696,17999,15436
23741701,30524,24186
23741713,84182,72538
23741725,19919,14610
23741726,41645,40585
23741727,43627,35342
23741735,19459,16138
23741743,26588,20879
23741748,14711,12391
23741750,69327,54238
23741751,37282,23669
23741767,19531,14615
23741769,2110,2110
23741784,21887,19118
23741788,9405,9404
23741800,24412,19398
23741803,47152,28392
23741807,34615,28834
23741810,19329,15467
23741814,25036,19648
23741823,33295,25923
23741842,21445,17274
23741843,26210,19641
23741856,25936,19753
23741859,41501,32887
23741868,27774,23564
23741873,61491,49209
23741874,16237,11895
23741875,18496,15711
23741876,25711,22728
23741878,35099,28781
23741884,14347,10847
23741888,57074,43577
23741891,36630,31218
23741910,26479,21970
23741922,19505,14425
23741929,26601,21295
23741936,29439,25660
23741971,25744,20980
23741973,30346,25363
23741977,23388,17808
23741978,21182,17288
23741983,15248,11265
23742004,39667,22811
23742013,11307,11212
23742019,32764,25970
23742025,96121,79856
23742031,21538,16759
23742032,11750,9882
23742043,18108,16087
23742045,20320,18933
23742047,26210,22457
23742054,31521,23298
23742070,31569,26816
23742076,24480,17418
23742083,6488,6431
23742090,24636,18396
23742096,22203,16830
23742101,57873,31984
23742104,73005,50019
23742112,24667,20869
23742130,41965,34696
23742154,28646,22716
23742157,1885,1154
23742168,17997,12990
23742170,16739,13215
23742179,27597,24989
23742185,17677,14528
23742219,17212,14040
23742227,24775,22664
23742230,20059,16766
23742232,14412,11003
23742237,17995,13939
23742240,24916,19784
23742249,29877,24146
23742251,80468,54511
23742253,14011,10526
23742264,28266,22556
23742271,22603,15983
